pta_key,pta_api,overload_signature,params,returns,forward_aclnn,backward_exists,backward_aclnn,composite,preprocess_needed,custom_output_needed,refs
"torch_npu.npu_clipped_swiglu::(Tensor x, *, Tensor? group_index=None, int dim=-1, float alpha=1.702, float limit=7.0, float bias=1.0, bool interleaved=True)",torch_npu.npu_clipped_swiglu,"(Tensor x, *, Tensor? group_index=None, int dim=-1, float alpha=1.702, float limit=7.0, float bias=1.0, bool interleaved=True)","[{""name"": ""x"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""group_index"", ""type"": ""Tensor?"", ""required"": false, ""default"": null}, {""name"": ""dim"", ""type"": ""int"", ""required"": false, ""default"": -1}, {""name"": ""alpha"", ""type"": ""float"", ""required"": false, ""default"": 1.702}, {""name"": ""limit"", ""type"": ""float"", ""required"": false, ""default"": 7.0}, {""name"": ""bias"", ""type"": ""float"", ""required"": false, ""default"": 1.0}, {""name"": ""interleaved"", ""type"": ""bool"", ""required"": false, ""default"": true}]","[{""name"": ""output"", ""type"": ""Tensor""}]","[""aclnnClippedSwiglu""]",false,[],false,false,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: npu_clipped_swiglu(Tensor x, *, Tensor? group_index=None, int dim=-1, float alpha=1.702, float limit=7.0, float bias=1.0, bool interleaved=True) -> Tensor""}]"
"torch_npu.npu_confusion_transpose::(Tensor self, int[] perm, int[] shape, bool transpose_first)",torch_npu.npu_confusion_transpose,"(Tensor self, int[] perm, int[] shape, bool transpose_first)","[{""name"": ""self"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""perm"", ""type"": ""int[]"", ""required"": true, ""default"": null}, {""name"": ""shape"", ""type"": ""int[]"", ""required"": true, ""default"": null}, {""name"": ""transpose_first"", ""type"": ""bool"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor""}]",[],true,[],false,false,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: npu_confusion_transpose(Tensor self, int[] perm, int[] shape, bool transpose_first) -> Tensor""}, {""role"": ""backward_registration"", ""path"": ""op-plugin/op_plugin/config/derivatives.yaml"", ""pattern"": ""name: npu_confusion_transpose(Tensor self, int[] perm, int[] shape, bool transpose_first) -> Tensor""}]"
"torch_npu.npu_convert_weight_to_int4pack::(Tensor weight, int inner_k_tiles=0)",torch_npu.npu_convert_weight_to_int4pack,"(Tensor weight, int inner_k_tiles=0)","[{""name"": ""weight"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""inner_k_tiles"", ""type"": ""int"", ""required"": false, ""default"": 0}]","[{""name"": ""output"", ""type"": ""Tensor""}]","[""aclnnDropoutGenMaskV2"", ""aclnnFlashAttentionUnpaddingScoreGradV4"", ""aclnnFlashAttentionUnpaddingScoreGrad"", ""aclnnFlashAttentionScoreGrad"", ""aclnnFlashAttentionVarLenScoreV4"", ""aclnnFlashAttentionVarLenScore"", ""aclnnFlashAttentionScore"", ""aclnnPromptFlashAttentionV3"", ""aclnnFlashAttentionUnpaddingScoreGradV5"", ""aclnnFlashAttentionScoreGradV3"", ""aclnnFlashAttentionVarLenScoreV5"", ""aclnnFlashAttentionScoreV3"", ""aclnnIncreFlashAttentionV4"", ""aclnnFlashAttentionUnpaddingScoreGradV3"", ""aclnnFlashAttentionUnpaddingScoreGradV2"", ""aclnnFlashAttentionScoreGradV2"", ""aclnnFlashAttentionVarLenScoreV3"", ""aclnnFlashAttentionVarLenScoreV2"", ""aclnnFlashAttentionScoreV2""]",false,[],false,true,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: npu_convert_weight_to_int4pack(Tensor weight, int inner_k_tiles=0) -> Tensor""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/ConvertWeightToINT4PackKernelNpuOpApi.cpp"", ""pattern"": ""aclnnDropoutGenMaskV2""}, {""role"": ""forward_logic_helper"", ""path"": ""op-plugin/op_plugin/ops/opapi/FlashAttentionKernelNpuOpApi.cpp"", ""pattern"": ""aclnnDropoutGenMaskV2""}, {""role"": ""forward_logic_helper"", ""path"": ""op-plugin/op_plugin/ops/opapi/FlashAttentionV2KernelNpuOpApi.cpp"", ""pattern"": ""aclnnDropoutGenMaskV2""}]"
"torch_npu.npu_convolution::(Tensor input, Tensor weight, Tensor? bias, int[] stride, int[] padding, int[] dilation, int groups)",torch_npu.npu_convolution,"(Tensor input, Tensor weight, Tensor? bias, int[] stride, int[] padding, int[] dilation, int groups)","[{""name"": ""input"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""weight"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""bias"", ""type"": ""Tensor?"", ""required"": true, ""default"": null}, {""name"": ""stride"", ""type"": ""int[]"", ""required"": true, ""default"": null}, {""name"": ""padding"", ""type"": ""int[]"", ""required"": true, ""default"": null}, {""name"": ""dilation"", ""type"": ""int[]"", ""required"": true, ""default"": null}, {""name"": ""groups"", ""type"": ""int"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor""}]",[],true,[],false,false,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: npu_convolution(Tensor input, Tensor weight, Tensor? bias, int[] stride, int[] padding, int[] dilation, int groups) -> Tensor""}, {""role"": ""backward_registration"", ""path"": ""op-plugin/op_plugin/config/derivatives.yaml"", ""pattern"": ""name: npu_convolution(Tensor input, Tensor weight, Tensor? bias, int[] stride, int[] padding, int[] dilation, int groups) -> Tensor""}]"
"torch_npu.npu_convolution_transpose::(Tensor input, Tensor weight, Tensor? bias, int[] padding, int[] output_padding, int[] stride, int[] dilation, int groups)",torch_npu.npu_convolution_transpose,"(Tensor input, Tensor weight, Tensor? bias, int[] padding, int[] output_padding, int[] stride, int[] dilation, int groups)","[{""name"": ""input"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""weight"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""bias"", ""type"": ""Tensor?"", ""required"": true, ""default"": null}, {""name"": ""padding"", ""type"": ""int[]"", ""required"": true, ""default"": null}, {""name"": ""output_padding"", ""type"": ""int[]"", ""required"": true, ""default"": null}, {""name"": ""stride"", ""type"": ""int[]"", ""required"": true, ""default"": null}, {""name"": ""dilation"", ""type"": ""int[]"", ""required"": true, ""default"": null}, {""name"": ""groups"", ""type"": ""int"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor""}]",[],true,[],false,false,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: npu_convolution_transpose(Tensor input, Tensor weight, Tensor? bias, int[] padding, int[] output_padding, int[] stride, int[] dilation, int groups) -> Tensor""}, {""role"": ""backward_registration"", ""path"": ""op-plugin/op_plugin/config/derivatives.yaml"", ""pattern"": ""name: npu_convolution_transpose(Tensor input, Tensor weight, Tensor? bias, int[] padding, int[] output_padding, int[] stride, int[] dilation, int groups) -> Tensor""}]"
"torch_npu.npu_cross_entropy_loss::(Tensor input, Tensor target, Tensor? weight=None, str reduction='mean', int ignore_index=-100, float label_smoothing=0.0, float lse_square_scale_for_zloss=0.0, bool return_zloss=False)",torch_npu.npu_cross_entropy_loss,"(Tensor input, Tensor target, Tensor? weight=None, str reduction='mean', int ignore_index=-100, float label_smoothing=0.0, float lse_square_scale_for_zloss=0.0, bool return_zloss=False)","[{""name"": ""input"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""target"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""weight"", ""type"": ""Tensor?"", ""required"": false, ""default"": null}, {""name"": ""reduction"", ""type"": ""str"", ""required"": false, ""default"": ""mean""}, {""name"": ""ignore_index"", ""type"": ""int"", ""required"": false, ""default"": -100}, {""name"": ""label_smoothing"", ""type"": ""float"", ""required"": false, ""default"": 0.0}, {""name"": ""lse_square_scale_for_zloss"", ""type"": ""float"", ""required"": false, ""default"": 0.0}, {""name"": ""return_zloss"", ""type"": ""bool"", ""required"": false, ""default"": false}]","[{""name"": ""output0"", ""type"": ""Tensor""}, {""name"": ""output1"", ""type"": ""Tensor""}, {""name"": ""output2"", ""type"": ""Tensor""}, {""name"": ""output3"", ""type"": ""Tensor""}]","[""aclnnCrossEntropyLoss""]",true,[],false,false,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: npu_cross_entropy_loss(Tensor input, Tensor target, Tensor? weight=None, str reduction='mean', int ignore_index=-100, float label_smoothing=0.0, float lse_square_scale_for_zloss=0.0, bool return_zloss=False) -> (Tensor, Tensor, Tensor, Tensor)""}, {""role"": ""backward_registration"", ""path"": ""op-plugin/op_plugin/config/derivatives.yaml"", ""pattern"": ""name: npu_cross_entropy_loss(Tensor input, Tensor target, Tensor? weight=None, str reduction='mean', int ignore_index=-100, float label_smoothing=0.0, float lse_square_scale_for_zloss=0.0, bool return_zloss=False) -> (Tensor, Tensor, Tensor, Tensor)""}]"
"torch_npu.npu_cross_entropy_loss_backward::(Tensor grad_loss, Tensor log_prob, Tensor target, Tensor? weight=None, Tensor? grad_zloss=None, Tensor? lse_for_zloss=None, str reduction='mean', int ignore_index=-100, float label_smoothing=0.0, float lse_square_scale_for_zloss=0.0)",torch_npu.npu_cross_entropy_loss_backward,"(Tensor grad_loss, Tensor log_prob, Tensor target, Tensor? weight=None, Tensor? grad_zloss=None, Tensor? lse_for_zloss=None, str reduction='mean', int ignore_index=-100, float label_smoothing=0.0, float lse_square_scale_for_zloss=0.0)","[{""name"": ""grad_loss"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""log_prob"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""target"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""weight"", ""type"": ""Tensor?"", ""required"": false, ""default"": null}, {""name"": ""grad_zloss"", ""type"": ""Tensor?"", ""required"": false, ""default"": null}, {""name"": ""lse_for_zloss"", ""type"": ""Tensor?"", ""required"": false, ""default"": null}, {""name"": ""reduction"", ""type"": ""str"", ""required"": false, ""default"": ""mean""}, {""name"": ""ignore_index"", ""type"": ""int"", ""required"": false, ""default"": -100}, {""name"": ""label_smoothing"", ""type"": ""float"", ""required"": false, ""default"": 0.0}, {""name"": ""lse_square_scale_for_zloss"", ""type"": ""float"", ""required"": false, ""default"": 0.0}]","[{""name"": ""output"", ""type"": ""Tensor""}]","[""aclnnCrossEntropyLossGrad""]",false,[],false,false,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: npu_cross_entropy_loss_backward(Tensor grad_loss, Tensor log_prob, Tensor target, Tensor? weight=None, Tensor? grad_zloss=None, Tensor? lse_for_zloss=None, str reduction='mean', int ignore_index=-100, float label_smoothing=0.0, float lse_square_scale_for_zloss=0.0) -> Tensor""}]"
"torch_npu.npu_deep_norm::(Tensor x, Tensor gx, Tensor beta, Tensor gamma, float alpha=0.3, float epsilon=1e-06)",torch_npu.npu_deep_norm,"(Tensor x, Tensor gx, Tensor beta, Tensor gamma, float alpha=0.3, float epsilon=1e-06)","[{""name"": ""x"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""gx"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""beta"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""gamma"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""alpha"", ""type"": ""float"", ""required"": false, ""default"": 0.3}, {""name"": ""epsilon"", ""type"": ""float"", ""required"": false, ""default"": 1e-06}]","[{""name"": ""output0"", ""type"": ""Tensor""}, {""name"": ""output1"", ""type"": ""Tensor""}, {""name"": ""output2"", ""type"": ""Tensor""}]",[],true,"[""aclnnDeepNormGrad""]",false,false,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: npu_deep_norm(Tensor x, Tensor gx, Tensor beta, Tensor gamma, float alpha=0.3, float epsilon=1e-06) -> (Tensor, Tensor, Tensor)""}, {""role"": ""backward_registration"", ""path"": ""op-plugin/op_plugin/config/derivatives.yaml"", ""pattern"": ""name: npu_deep_norm(Tensor x, Tensor gx, Tensor beta, Tensor gamma, float alpha=0.3, float epsilon=1e-06) -> (Tensor, Tensor, Tensor)""}, {""role"": ""backward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/DeepNormBackwardKernelOpApi.cpp"", ""pattern"": ""aclnnDeepNormGrad""}]"
"torch_npu.npu_deep_norm_backward::(Tensor dy, Tensor x, Tensor gx, Tensor gamma, Tensor mean, Tensor rstd, float alpha=0.3)",torch_npu.npu_deep_norm_backward,"(Tensor dy, Tensor x, Tensor gx, Tensor gamma, Tensor mean, Tensor rstd, float alpha=0.3)","[{""name"": ""dy"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""x"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""gx"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""gamma"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""mean"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""rstd"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""alpha"", ""type"": ""float"", ""required"": false, ""default"": 0.3}]","[{""name"": ""output0"", ""type"": ""Tensor""}, {""name"": ""output1"", ""type"": ""Tensor""}, {""name"": ""output2"", ""type"": ""Tensor""}, {""name"": ""output3"", ""type"": ""Tensor""}]",[],false,[],false,false,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: npu_deep_norm_backward(Tensor dy, Tensor x, Tensor gx, Tensor gamma, Tensor mean, Tensor rstd, float alpha=0.3) -> (Tensor, Tensor, Tensor, Tensor)""}]"
"torch_npu.npu_deformable_conv2d::(Tensor input, Tensor weight, Tensor offset, Tensor? bias, int[2] kernel_size, int[] stride, int[] padding, int[] dilation=[1,1,1,1], int groups=1, int deformable_groups=1, bool modulated=True)",torch_npu.npu_deformable_conv2d,"(Tensor input, Tensor weight, Tensor offset, Tensor? bias, int[2] kernel_size, int[] stride, int[] padding, int[] dilation=[1,1,1,1], int groups=1, int deformable_groups=1, bool modulated=True)","[{""name"": ""input"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""weight"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""offset"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""bias"", ""type"": ""Tensor?"", ""required"": true, ""default"": null}, {""name"": ""kernel_size"", ""type"": ""int[2]"", ""required"": true, ""default"": null}, {""name"": ""stride"", ""type"": ""int[]"", ""required"": true, ""default"": null}, {""name"": ""padding"", ""type"": ""int[]"", ""required"": true, ""default"": null}, {""name"": ""dilation"", ""type"": ""int[]"", ""required"": false, ""default"": [1, 1, 1, 1]}, {""name"": ""groups"", ""type"": ""int"", ""required"": false, ""default"": 1}, {""name"": ""deformable_groups"", ""type"": ""int"", ""required"": false, ""default"": 1}, {""name"": ""modulated"", ""type"": ""bool"", ""required"": false, ""default"": true}]","[{""name"": ""output0"", ""type"": ""Tensor""}, {""name"": ""output1"", ""type"": ""Tensor""}]",[],true,[],false,false,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: npu_deformable_conv2d(Tensor input, Tensor weight, Tensor offset, Tensor? bias, int[2] kernel_size, int[] stride, int[] padding, int[] dilation=[1,1,1,1], int groups=1, int deformable_groups=1, bool modulated=True) -> (Tensor, Tensor)""}, {""role"": ""backward_registration"", ""path"": ""op-plugin/op_plugin/config/derivatives.yaml"", ""pattern"": ""name: npu_deformable_conv2d(Tensor input, Tensor weight, Tensor offset, Tensor? bias, int[2] kernel_size, int[] stride, int[] padding, int[] dilation=[1,1,1,1], int groups=1, int deformable_groups=1, bool modulated=True) -> (Tensor, Tensor)""}]"
"torch_npu.npu_dequant_bias::(Tensor x, Tensor weight_scale, Tensor? activation_scale, Tensor? bias, *, ScalarType? output_dtype=None)",torch_npu.npu_dequant_bias,"(Tensor x, Tensor weight_scale, Tensor? activation_scale, Tensor? bias, *, ScalarType? output_dtype=None)","[{""name"": ""x"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""weight_scale"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""activation_scale"", ""type"": ""Tensor?"", ""required"": true, ""default"": null}, {""name"": ""bias"", ""type"": ""Tensor?"", ""required"": true, ""default"": null}, {""name"": ""output_dtype"", ""type"": ""ScalarType?"", ""required"": false, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor""}]","[""aclnnDequantBias""]",false,[],false,true,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: npu_dequant_bias(Tensor x, Tensor weight_scale, Tensor? activation_scale, Tensor? bias, *, ScalarType? output_dtype=None) -> Tensor""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/DequantBiasNpuOpApi.cpp"", ""pattern"": ""aclnnDequantBias""}]"
"torch_npu.npu_dequant_rope_quant_kvcache::(Tensor x, Tensor cos, Tensor sin, Tensor k_cache, Tensor v_cache, Tensor indices, Tensor scale_k, Tensor scale_v, int[3] size_splits, *, Tensor? offset_k=None, Tensor? offset_v=None, Tensor? weight_scale=None, Tensor? activation_scale=None, Tensor? bias=None, int quant_mode=0, str input_layout=""BSND"", bool kv_output=False, str cache_mode=""contiguous"")",torch_npu.npu_dequant_rope_quant_kvcache,"(Tensor x, Tensor cos, Tensor sin, Tensor k_cache, Tensor v_cache, Tensor indices, Tensor scale_k, Tensor scale_v, int[3] size_splits, *, Tensor? offset_k=None, Tensor? offset_v=None, Tensor? weight_scale=None, Tensor? activation_scale=None, Tensor? bias=None, int quant_mode=0, str input_layout=""BSND"", bool kv_output=False, str cache_mode=""contiguous"")","[{""name"": ""x"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""cos"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""sin"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""k_cache"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""v_cache"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""indices"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""scale_k"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""scale_v"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""size_splits"", ""type"": ""int[3]"", ""required"": true, ""default"": null}, {""name"": ""offset_k"", ""type"": ""Tensor?"", ""required"": false, ""default"": null}, {""name"": ""offset_v"", ""type"": ""Tensor?"", ""required"": false, ""default"": null}, {""name"": ""weight_scale"", ""type"": ""Tensor?"", ""required"": false, ""default"": null}, {""name"": ""activation_scale"", ""type"": ""Tensor?"", ""required"": false, ""default"": null}, {""name"": ""bias"", ""type"": ""Tensor?"", ""required"": false, ""default"": null}, {""name"": ""quant_mode"", ""type"": ""int"", ""required"": false, ""default"": 0}, {""name"": ""input_layout"", ""type"": ""str"", ""required"": false, ""default"": ""BSND""}, {""name"": ""kv_output"", ""type"": ""bool"", ""required"": false, ""default"": false}, {""name"": ""cache_mode"", ""type"": ""str"", ""required"": false, ""default"": ""contiguous""}]","[{""name"": ""output0"", ""type"": ""Tensor""}, {""name"": ""output1"", ""type"": ""Tensor""}, {""name"": ""output2"", ""type"": ""Tensor""}, {""name"": ""output3"", ""type"": ""Tensor""}, {""name"": ""output4"", ""type"": ""Tensor""}]",[],false,[],false,false,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: npu_dequant_rope_quant_kvcache(Tensor x, Tensor cos, Tensor sin, Tensor k_cache, Tensor v_cache, Tensor indices, Tensor scale_k, Tensor scale_v, int[3] size_splits, *, Tensor? offset_k=None, Tensor? offset_v=None, Tensor? weight_scale=None, Tensor? activation_scale=None, Tensor? bias=None, int quant_mode=0, str input_layout=\""BSND\"", bool kv_output=False, str cache_mode=\""contiguous\"") -> (Tensor, Tensor, Tensor, Tensor, Tensor)""}]"
"torch_npu.npu_dequant_swiglu_quant::(Tensor x, *, Tensor? weight_scale=None, Tensor? activation_scale=None, Tensor? bias=None, Tensor? quant_scale=None, Tensor? quant_offset=None, Tensor? group_index=None, bool activate_left=False, int quant_mode=0, int swiglu_mode=0, float clamp_limit=7.0, float glu_alpha=1.702, float glu_bias=1.0)",torch_npu.npu_dequant_swiglu_quant,"(Tensor x, *, Tensor? weight_scale=None, Tensor? activation_scale=None, Tensor? bias=None, Tensor? quant_scale=None, Tensor? quant_offset=None, Tensor? group_index=None, bool activate_left=False, int quant_mode=0, int swiglu_mode=0, float clamp_limit=7.0, float glu_alpha=1.702, float glu_bias=1.0)","[{""name"": ""x"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""weight_scale"", ""type"": ""Tensor?"", ""required"": false, ""default"": null}, {""name"": ""activation_scale"", ""type"": ""Tensor?"", ""required"": false, ""default"": null}, {""name"": ""bias"", ""type"": ""Tensor?"", ""required"": false, ""default"": null}, {""name"": ""quant_scale"", ""type"": ""Tensor?"", ""required"": false, ""default"": null}, {""name"": ""quant_offset"", ""type"": ""Tensor?"", ""required"": false, ""default"": null}, {""name"": ""group_index"", ""type"": ""Tensor?"", ""required"": false, ""default"": null}, {""name"": ""activate_left"", ""type"": ""bool"", ""required"": false, ""default"": false}, {""name"": ""quant_mode"", ""type"": ""int"", ""required"": false, ""default"": 0}, {""name"": ""swiglu_mode"", ""type"": ""int"", ""required"": false, ""default"": 0}, {""name"": ""clamp_limit"", ""type"": ""float"", ""required"": false, ""default"": 7.0}, {""name"": ""glu_alpha"", ""type"": ""float"", ""required"": false, ""default"": 1.702}, {""name"": ""glu_bias"", ""type"": ""float"", ""required"": false, ""default"": 1.0}]","[{""name"": ""output0"", ""type"": ""Tensor""}, {""name"": ""output1"", ""type"": ""Tensor""}]",[],false,[],false,false,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: npu_dequant_swiglu_quant(Tensor x, *, Tensor? weight_scale=None, Tensor? activation_scale=None, Tensor? bias=None, Tensor? quant_scale=None, Tensor? quant_offset=None, Tensor? group_index=None, bool activate_left=False, int quant_mode=0, int swiglu_mode=0, float clamp_limit=7.0, float glu_alpha=1.702, float glu_bias=1.0) -> (Tensor, Tensor)""}]"
"torch_npu.npu_diou::(Tensor self, Tensor gtboxes, bool trans=False, bool is_cross=False, int mode=0)",torch_npu.npu_diou,"(Tensor self, Tensor gtboxes, bool trans=False, bool is_cross=False, int mode=0)","[{""name"": ""self"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""gtboxes"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""trans"", ""type"": ""bool"", ""required"": false, ""default"": false}, {""name"": ""is_cross"", ""type"": ""bool"", ""required"": false, ""default"": false}, {""name"": ""mode"", ""type"": ""int"", ""required"": false, ""default"": 0}]","[{""name"": ""output"", ""type"": ""Tensor""}]",[],true,[],false,false,false,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: npu_diou(Tensor self, Tensor gtboxes, bool trans=False, bool is_cross=False, int mode=0) -> Tensor""}, {""role"": ""backward_registration"", ""path"": ""op-plugin/op_plugin/config/derivatives.yaml"", ""pattern"": ""name: npu_diou(Tensor self, Tensor gtboxes, bool trans=False, bool is_cross=False, int mode=0) -> Tensor""}]"
"torch_npu.npu_dropout_backward::(Tensor grad_output, Tensor mask, float p)",torch_npu.npu_dropout_backward,"(Tensor grad_output, Tensor mask, float p)","[{""name"": ""grad_output"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""mask"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""p"", ""type"": ""float"", ""required"": true, ""default"": null}]","[{""name"": ""output"", ""type"": ""Tensor""}]","[""aclnnDropoutGenMaskV2"", ""aclnnDropoutGenMaskV2Tensor"", ""aclnnDropoutDoMask""]",false,[],true,false,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: npu_dropout_backward(Tensor grad_output, Tensor mask, float p) -> Tensor""}, {""role"": ""forward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/NativeDropoutKernelNpuOpApi.cpp"", ""pattern"": ""aclnnDropoutGenMaskV2""}, {""role"": ""callchain_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/NativeDropoutKernelNpuOpApi.cpp"", ""pattern"": ""EXEC_NPU_CMD""}]"
"torch_npu.npu_dropout_do_mask::(Tensor self, Tensor mask, float p)",torch_npu.npu_dropout_do_mask,"(Tensor self, Tensor mask, float p)","[{""name"": ""self"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""mask"", ""type"": ""Tensor"", ""required"": true, ""default"": null}, {""name"": ""p"", ""type"": ""float"", ""required"": true, ""default"": null}]","[{""name"": ""output0"", ""type"": ""Tensor""}, {""name"": ""output1"", ""type"": ""Tensor""}]",[],true,"[""aclnnDropoutGenMaskV2"", ""aclnnDropoutGenMaskV2Tensor"", ""aclnnDropoutDoMask""]",false,false,true,"[{""role"": ""forward_signature"", ""path"": ""op-plugin/op_plugin/config/op_plugin_functions.yaml"", ""pattern"": ""func: npu_dropout_do_mask(Tensor self, Tensor mask, float p) -> (Tensor, Tensor)""}, {""role"": ""backward_registration"", ""path"": ""op-plugin/op_plugin/config/derivatives.yaml"", ""pattern"": ""name: npu_dropout_do_mask(Tensor self, Tensor mask, float p) -> (Tensor, Tensor)""}, {""role"": ""backward_logic"", ""path"": ""op-plugin/op_plugin/ops/opapi/NativeDropoutKernelNpuOpApi.cpp"", ""pattern"": ""aclnnDropoutGenMaskV2""}]"
