identity_key,public_api,public_surface,api_name,op_branch,op,primitive,py_method,interface,target_module,target_symbol,resolver_kind,resolver_path,source_file
mindspore.mint.addbmm::addbmm_op.yaml,mindspore.mint.addbmm,mindspore.mint,addbmm,addbmm_op.yaml,addbmm,Addbmm,,,mindspore.ops.function.math_func,addbmm_ext,op_def,mindspore.ops.auto_generate.addbmm_op,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.addcdiv::addcdiv_ext_op.yaml,mindspore.mint.addcdiv,mindspore.mint,addcdiv,addcdiv_ext_op.yaml,addcdiv_ext,AddcdivExt,tensor_addcdiv_ext,"tensor, function",mindspore.ops.functional_overload,addcdiv,api_def,mindspore.ops.functional_overload.addcdiv,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.addcmul::addcmul_ext_op.yaml,mindspore.mint.addcmul,mindspore.mint,addcmul,addcmul_ext_op.yaml,addcmul_ext,AddcmulExt,,,mindspore.ops.function.math_func,addcmul_ext,op_def,mindspore.ops.function.math_func.addcmul_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.addmm::addmm_op.yaml,mindspore.mint.addmm,mindspore.mint,addmm,addmm_op.yaml,addmm,Addmm,,,mindspore.ops.function.math_func,addmm_ext,op_def,mindspore.ops.auto_generate.addmm_op,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.addmv::addmv_op.yaml,mindspore.mint.addmv,mindspore.mint,addmv,addmv_op.yaml,addmv,Addmv,,,mindspore.ops.function.math_func,addmv_ext,op_def,mindspore.ops.auto_generate.addmv_op,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.amax::reduce_max_op.yaml,mindspore.mint.amax,mindspore.mint,amax,reduce_max_op.yaml,reduce_max,ReduceMax,,,mindspore.ops.function.math_func,amax_ext,op_def,mindspore.ops.auto_generate.pyboost_inner_prim.reduce_max_impl,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.amin::reduce_min_op.yaml,mindspore.mint.amin,mindspore.mint,amin,reduce_min_op.yaml,reduce_min,ReduceMin,,,mindspore.ops.function.math_func,amin_ext,op_def,mindspore.ops.auto_generate.pyboost_inner_prim.reduce_min_impl,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.arccos::acos_ext_op.yaml,mindspore.mint.arccos,mindspore.mint,arccos,acos_ext_op.yaml,acos_ext,AcosExt,,,mindspore.ops.function.math_func,arccos_ext,op_def,mindspore.ops.auto_generate.acos_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.arccosh::acosh_ext_op.yaml,mindspore.mint.arccosh,mindspore.mint,arccosh,acosh_ext_op.yaml,acosh_ext,AcoshExt,,,mindspore.ops.function.math_func,arccosh_ext,op_def,mindspore.ops.auto_generate.acosh_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.arcsin::asin_ext_op.yaml,mindspore.mint.arcsin,mindspore.mint,arcsin,asin_ext_op.yaml,asin_ext,AsinExt,,,mindspore.ops.function.math_func,arcsin_ext,op_def,mindspore.ops.auto_generate.asin_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.arcsinh::asinh_ext_op.yaml,mindspore.mint.arcsinh,mindspore.mint,arcsinh,asinh_ext_op.yaml,asinh_ext,AsinhExt,,,mindspore.ops.function.math_func,arcsinh_ext,op_def,mindspore.ops.auto_generate.asinh_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.arctan::atan_ext_op.yaml,mindspore.mint.arctan,mindspore.mint,arctan,atan_ext_op.yaml,atan_ext,AtanExt,,,mindspore.ops.function.math_func,arctan_ext,op_def,mindspore.ops.auto_generate.atan_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.arctan2::atan2_ext_op.yaml,mindspore.mint.arctan2,mindspore.mint,arctan2,atan2_ext_op.yaml,atan2_ext,Atan2Ext,,,mindspore.ops.function.math_func,arctan2_ext,op_def,mindspore.ops.auto_generate.atan2_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.arctanh::atanh_op.yaml,mindspore.mint.arctanh,mindspore.mint,arctanh,atanh_op.yaml,atanh,Atanh,tensor_atanh,tensor,mindspore.ops.function.math_func,arctanh,api_def,mindspore.ops.auto_generate.atanh,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.argmax::argmax_ext_op.yaml,mindspore.mint.argmax,mindspore.mint,argmax,argmax_ext_op.yaml,argmax_ext,ArgMaxExt,,,mindspore.ops.function.math_func,argmax_ext,op_def,mindspore.ops.function.math_func.argmax_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.argmin::argmin_ext_op.yaml,mindspore.mint.argmin,mindspore.mint,argmin,argmin_ext_op.yaml,argmin_ext,ArgMinExt,,,mindspore.ops.auto_generate,argmin_ext,op_def,mindspore.ops.auto_generate.argmin_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.asin::asin_ext_op.yaml,mindspore.mint.asin,mindspore.mint,asin,asin_ext_op.yaml,asin_ext,AsinExt,,,mindspore.ops.function.math_func,asin_ext,op_def,mindspore.ops.function.math_func.asin_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.asinh::asinh_ext_op.yaml,mindspore.mint.asinh,mindspore.mint,asinh,asinh_ext_op.yaml,asinh_ext,AsinhExt,,,mindspore.ops.function.math_func,asinh_ext,op_def,mindspore.ops.function.math_func.asinh_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.atan::atan_ext_op.yaml,mindspore.mint.atan,mindspore.mint,atan,atan_ext_op.yaml,atan_ext,AtanExt,,,mindspore.ops.function.math_func,atan_ext,op_def,mindspore.ops.function.math_func.atan_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.atan2::atan2_ext_op.yaml,mindspore.mint.atan2,mindspore.mint,atan2,atan2_ext_op.yaml,atan2_ext,Atan2Ext,,,mindspore.ops.function.math_func,atan2_ext,op_def,mindspore.ops.function.math_func.atan2_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.atanh::atanh_op.yaml,mindspore.mint.atanh,mindspore.mint,atanh,atanh_op.yaml,atanh,Atanh,tensor_atanh,tensor,mindspore.ops.function.math_func,atanh,api_def,mindspore.ops.function.math_func.atanh,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.batch_norm_elemt::batch_norm_elemt_op.yaml,mindspore.mint.batch_norm_elemt,mindspore.mint,batch_norm_elemt,batch_norm_elemt_op.yaml,batch_norm_elemt,BatchNormElemt,,,mindspore.ops.auto_generate,batch_norm_elemt,op_def,mindspore.ops.auto_generate.batch_norm_elemt,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.batch_norm_gather_stats_with_counts::batch_norm_gather_stats_with_counts_op.yaml,mindspore.mint.batch_norm_gather_stats_with_counts,mindspore.mint,batch_norm_gather_stats_with_counts,batch_norm_gather_stats_with_counts_op.yaml,batch_norm_gather_stats_with_counts,BatchNormGatherStatsWithCounts,,,mindspore.ops.auto_generate,batch_norm_gather_stats_with_counts,op_def,mindspore.ops.auto_generate.batch_norm_gather_stats_with_counts,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.batch_norm_stats::batch_norm_stats_op.yaml,mindspore.mint.batch_norm_stats,mindspore.mint,batch_norm_stats,batch_norm_stats_op.yaml,batch_norm_stats,BatchNormStats,,,mindspore.ops.auto_generate,batch_norm_stats,op_def,mindspore.ops.auto_generate.batch_norm_stats,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.bernoulli::bernoulli_ext_op.yaml,mindspore.mint.bernoulli,mindspore.mint,bernoulli,bernoulli_ext_op.yaml,bernoulli_ext,BernoulliExt,,,mindspore.ops.function.math_func,bernoulli_ext,op_def,mindspore.ops.function.math_func.bernoulli_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.bincount::bincount_ext_op.yaml,mindspore.mint.bincount,mindspore.mint,bincount,bincount_ext_op.yaml,bincount_ext,BincountExt,,,mindspore.ops.function.math_func,bincount_ext,op_def,mindspore.ops.function.math_func.bincount_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.bitwise_and::bitwise_and_scalar_op.yaml,mindspore.mint.bitwise_and,mindspore.mint,bitwise_and,bitwise_and_scalar_op.yaml,bitwise_and_scalar,BitwiseAndScalar,,,mindspore.ops.function.math_func,bitwise_and_ext,op_def,mindspore.ops.function.math_func.bitwise_and_scalar_,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.bitwise_and::bitwise_and_tensor_op.yaml,mindspore.mint.bitwise_and,mindspore.mint,bitwise_and,bitwise_and_tensor_op.yaml,bitwise_and_tensor,BitwiseAndTensor,,,mindspore.ops.function.math_func,bitwise_and_ext,op_def,mindspore.ops.function.math_func.bitwise_and_tensor_,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.bitwise_not::bitwise_not_op.yaml,mindspore.mint.bitwise_not,mindspore.mint,bitwise_not,bitwise_not_op.yaml,bitwise_not,BitwiseNot,tensor_bitwise_not,"tensor, function",mindspore.ops.functional_overload,bitwise_not,api_def,mindspore.ops.functional_overload.bitwise_not,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.bitwise_or::bitwise_or_scalar_op.yaml,mindspore.mint.bitwise_or,mindspore.mint,bitwise_or,bitwise_or_scalar_op.yaml,bitwise_or_scalar,BitwiseOrScalar,,,mindspore.ops.function.math_func,bitwise_or_ext,op_def,mindspore.ops.function.math_func.bitwise_or_scalar_,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.bitwise_or::bitwise_or_tensor_op.yaml,mindspore.mint.bitwise_or,mindspore.mint,bitwise_or,bitwise_or_tensor_op.yaml,bitwise_or_tensor,BitwiseOrTensor,,,mindspore.ops.function.math_func,bitwise_or_ext,op_def,mindspore.ops.function.math_func.bitwise_or_tensor_,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.bitwise_xor::bitwise_xor_scalar_op.yaml,mindspore.mint.bitwise_xor,mindspore.mint,bitwise_xor,bitwise_xor_scalar_op.yaml,bitwise_xor_scalar,BitwiseXorScalar,,,mindspore.ops.function.math_func,bitwise_xor_ext,op_def,mindspore.ops.function.math_func.bitwise_xor_scalar_,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.bitwise_xor::bitwise_xor_tensor_op.yaml,mindspore.mint.bitwise_xor,mindspore.mint,bitwise_xor,bitwise_xor_tensor_op.yaml,bitwise_xor_tensor,BitwiseXorTensor,,,mindspore.ops.function.math_func,bitwise_xor_ext,op_def,mindspore.ops.function.math_func.bitwise_xor_tensor_,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.bmm::bmm_ext_op.yaml,mindspore.mint.bmm,mindspore.mint,bmm,bmm_ext_op.yaml,bmm_ext,BatchMatMulExt,,,mindspore.ops.auto_generate,bmm_ext,op_def,mindspore.ops.auto_generate.bmm_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.broadcast_to::broadcast_to_view_op.yaml,mindspore.mint.broadcast_to,mindspore.mint,broadcast_to,broadcast_to_view_op.yaml,broadcast_to_view,BroadcastToView,,,mindspore.ops.auto_generate,broadcast_to_view,op_def,mindspore.ops.auto_generate.broadcast_to_view,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.cdist_::cdist_op.yaml,mindspore.mint.cdist_,mindspore.mint,cdist_,cdist_op.yaml,cdist,Cdist,,,mindspore.ops.function.math_func,cdist,op_def,mindspore.ops.function.math_func.cdist,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.ceil::ceil_op.yaml,mindspore.mint.ceil,mindspore.mint,ceil,ceil_op.yaml,ceil,Ceil,tensor_ceil,tensor,mindspore.ops.functional,ceil,api_def,mindspore.ops.functional.ceil,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.chunk::chunk_view_op.yaml,mindspore.mint.chunk,mindspore.mint,chunk,chunk_view_op.yaml,chunk_view,ChunkView,,,mindspore.ops.function.array_func,chunk_view,op_def,mindspore.ops.function.array_func.chunk_view,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.clamp::clamp_scalar_op.yaml,mindspore.mint.clamp,mindspore.mint,clamp,clamp_scalar_op.yaml,clamp_scalar,ClampScalar,tensor_clamp_scalar,"tensor, function",mindspore.ops.functional_overload,clamp,api_def,mindspore.ops.functional_overload.clamp,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.clamp::clamp_tensor_op.yaml,mindspore.mint.clamp,mindspore.mint,clamp,clamp_tensor_op.yaml,clamp_tensor,ClampTensor,tensor_clamp_tensor,"tensor, function",mindspore.ops.functional_overload,clamp,api_def,mindspore.ops.functional_overload.clamp,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.clone::clone_op.yaml,mindspore.mint.clone,mindspore.mint,clone,clone_op.yaml,clone,Clone,tensor_clone,tensor,mindspore.ops.auto_generate,clone,api_def,mindspore.ops.auto_generate.clone,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.conv2d::conv2d_ext_op.yaml,mindspore.mint.conv2d,mindspore.mint,conv2d,conv2d_ext_op.yaml,conv2d_ext,Conv2DExt,,,mindspore.ops.function.nn_func,conv2d_ext,op_def,mindspore.ops.function.nn_func.conv2d_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.cos::cos_op.yaml,mindspore.mint.cos,mindspore.mint,cos,cos_op.yaml,cos,Cos,tensor_cos,tensor,mindspore.ops.functional,cos,api_def,mindspore.ops.functional.cos,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.cosh::cosh_op.yaml,mindspore.mint.cosh,mindspore.mint,cosh,cosh_op.yaml,cosh,Cosh,tensor_cosh,tensor,mindspore.ops.auto_generate,cosh,api_def,mindspore.ops.auto_generate.cosh,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.count_nonzero::count_nonzero_op.yaml,mindspore.mint.count_nonzero,mindspore.mint,count_nonzero,count_nonzero_op.yaml,count_nonzero,CountNonZero,deprecated_tensor_count_nonzero,tensor,mindspore.ops.auto_generate,count_nonzero,api_def,mindspore.ops.auto_generate.count_nonzero,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.cross::cross_op.yaml,mindspore.mint.cross,mindspore.mint,cross,cross_op.yaml,cross,Cross,,,mindspore.ops.function.math_func,cross,op_def,mindspore.ops.function.math_func.cross,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.cummin::cummin_ext_op.yaml,mindspore.mint.cummin,mindspore.mint,cummin,cummin_ext_op.yaml,cummin_ext,CumminExt,,,mindspore.ops.auto_generate,cummin_ext,op_def,mindspore.ops.auto_generate.cummin_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.cumprod::cum_prod_op.yaml,mindspore.mint.cumprod,mindspore.mint,cumprod,cum_prod_op.yaml,cum_prod,CumProd,,,mindspore.ops.functional,cumprod,op_def,mindspore.ops.functional.cumprod,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.cumsum::cumsum_ext_op.yaml,mindspore.mint.cumsum,mindspore.mint,cumsum,cumsum_ext_op.yaml,cumsum_ext,CumsumExt,,,mindspore.ops.auto_generate,cumsum_ext,op_def,mindspore.ops.auto_generate.cumsum_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.diag::diag_ext_op.yaml,mindspore.mint.diag,mindspore.mint,diag,diag_ext_op.yaml,diag_ext,DiagExt,,,mindspore.ops.auto_generate,diag_ext,op_def,mindspore.ops.auto_generate.diag_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.div::div_op.yaml,mindspore.mint.div,mindspore.mint,div,div_op.yaml,div,Div,tensor_div,"tensor, function",mindspore.ops.functional_overload,div,api_def,mindspore.ops.functional_overload.div,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.div::divmod_op.yaml,mindspore.mint.div,mindspore.mint,div,divmod_op.yaml,divmod,DivMod,tensor_div,"tensor, function",mindspore.ops.functional_overload,div,api_def,mindspore.ops.functional_overload.div,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.div::divmods_op.yaml,mindspore.mint.div,mindspore.mint,div,divmods_op.yaml,divmods,DivMods,tensor_div,"tensor, function",mindspore.ops.functional_overload,div,api_def,mindspore.ops.functional_overload.div,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.div::divs_op.yaml,mindspore.mint.div,mindspore.mint,div,divs_op.yaml,divs,Divs,tensor_div,"tensor, function",mindspore.ops.functional_overload,div,api_def,mindspore.ops.functional_overload.div,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.divide::div_op.yaml,mindspore.mint.divide,mindspore.mint,divide,div_op.yaml,div,Div,tensor_div,"tensor, function",mindspore.ops.function.math_func,divide,api_def,mindspore.ops.function.math_func.div,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.divide::divmod_op.yaml,mindspore.mint.divide,mindspore.mint,divide,divmod_op.yaml,divmod,DivMod,tensor_div,"tensor, function",mindspore.ops.function.math_func,divide,api_def,mindspore.ops.function.math_func.div,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.divide::divmods_op.yaml,mindspore.mint.divide,mindspore.mint,divide,divmods_op.yaml,divmods,DivMods,tensor_div,"tensor, function",mindspore.ops.function.math_func,divide,api_def,mindspore.ops.function.math_func.div,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.divide::divs_op.yaml,mindspore.mint.divide,mindspore.mint,divide,divs_op.yaml,divs,Divs,tensor_div,"tensor, function",mindspore.ops.function.math_func,divide,api_def,mindspore.ops.function.math_func.div,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.dot::dot_op.yaml,mindspore.mint.dot,mindspore.mint,dot,dot_op.yaml,dot,Dot,deprecated_tensor_dot,tensor,mindspore.ops.auto_generate,dot,api_def,mindspore.ops.auto_generate.dot,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.empty::empty_op.yaml,mindspore.mint.empty,mindspore.mint,empty,empty_op.yaml,empty,Empty,tensor_empty,function,mindspore.ops.functional_overload,empty,api_def,mindspore.ops.functional_overload.empty,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.empty_like::empty_like_op.yaml,mindspore.mint.empty_like,mindspore.mint,empty_like,empty_like_op.yaml,empty_like,EmptyLike,tensor_empty_like,function,mindspore.ops.functional_overload,empty_like,api_def,mindspore.ops.functional_overload.empty_like,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.eq::eq_scalar_op.yaml,mindspore.mint.eq,mindspore.mint,eq,eq_scalar_op.yaml,eq_scalar,EqScalar,tensor_eq,"tensor, function",mindspore.ops.functional_overload,eq,api_def,mindspore.ops.functional_overload.eq,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.eq::equal_op.yaml,mindspore.mint.eq,mindspore.mint,eq,equal_op.yaml,equal,Equal,tensor_eq,"tensor, function",mindspore.ops.functional_overload,eq,api_def,mindspore.ops.functional_overload.eq,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.equal_ext_op::equal_ext_op.yaml,mindspore.mint.equal_ext_op,mindspore.mint,equal_ext_op,equal_ext_op.yaml,equal_ext,EqualExt,,,mindspore.ops.auto_generate.gen_ops_prim,equal_ext_op,op_def,mindspore.ops.auto_generate.gen_ops_prim.equal_ext_op,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.erf::erf_op.yaml,mindspore.mint.erf,mindspore.mint,erf,erf_op.yaml,erf,Erf,tensor_erf,tensor,mindspore.ops,erf,api_def,mindspore.ops.erf,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.erfc::erfc_op.yaml,mindspore.mint.erfc,mindspore.mint,erfc,erfc_op.yaml,erfc,Erfc,tensor_erfc,tensor,mindspore.ops.auto_generate,erfc,api_def,mindspore.ops.auto_generate.erfc,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.erfinv::erfinv_op.yaml,mindspore.mint.erfinv,mindspore.mint,erfinv,erfinv_op.yaml,erfinv,Erfinv,,,mindspore.ops.functional,erfinv,op_def,mindspore.ops.functional.erfinv,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.exp::exp_op.yaml,mindspore.mint.exp,mindspore.mint,exp,exp_op.yaml,exp,Exp,tensor_exp,tensor,mindspore.ops.functional,exp,api_def,mindspore.ops.functional.exp,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.exp2::exp2_op.yaml,mindspore.mint.exp2,mindspore.mint,exp2,exp2_op.yaml,exp2,Exp2,,,mindspore.ops.auto_generate,exp2,op_def,mindspore.ops.auto_generate.exp2,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.expm1::expm1_op.yaml,mindspore.mint.expm1,mindspore.mint,expm1,expm1_op.yaml,expm1,Expm1,tensor_expm1,tensor,mindspore.ops.auto_generate,expm1,api_def,mindspore.ops.auto_generate.expm1,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.eye::eye_op.yaml,mindspore.mint.eye,mindspore.mint,eye,eye_op.yaml,eye,Eye,,,mindspore.ops.function.array_func,eye,op_def,mindspore.ops.function.array_func.eye,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.flatten_ext::flatten_ext_op.yaml,mindspore.mint.flatten_ext,mindspore.mint,flatten_ext,flatten_ext_op.yaml,flatten_ext,FlattenExt,,,mindspore.ops.auto_generate,flatten_ext,op_def,mindspore.ops.auto_generate.flatten_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.floor::floor_op.yaml,mindspore.mint.floor,mindspore.mint,floor,floor_op.yaml,floor,Floor,tensor_floor,tensor,mindspore.ops.auto_generate,floor,api_def,mindspore.ops.auto_generate.floor,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.floor_divide::floor_div_op.yaml,mindspore.mint.floor_divide,mindspore.mint,floor_divide,floor_div_op.yaml,floor_div,FloorDiv,tensor_floor_div,"tensor, function",mindspore.ops.functional_overload,floor_divide,api_def,mindspore.ops.functional_overload.floor_divide,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.floor_divide::floor_div_scalar_op.yaml,mindspore.mint.floor_divide,mindspore.mint,floor_divide,floor_div_scalar_op.yaml,floor_div_scalar,FloorDivScalar,tensor_floor_div_scalar,"tensor, function",mindspore.ops.functional_overload,floor_divide,api_def,mindspore.ops.functional_overload.floor_divide,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.fmod::fmod_scalar_op.yaml,mindspore.mint.fmod,mindspore.mint,fmod,fmod_scalar_op.yaml,fmod_scalar,FmodScalar,fmod_scalar,"function, tensor",mindspore.ops.functional_overload,fmod,api_def,mindspore.ops.functional_overload.fmod,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.fmod::fmod_tensor_op.yaml,mindspore.mint.fmod,mindspore.mint,fmod,fmod_tensor_op.yaml,fmod_tensor,FmodTensor,fmod_tensor,"function, tensor",mindspore.ops.functional_overload,fmod,api_def,mindspore.ops.functional_overload.fmod,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.full::fill_scalar_op.yaml,mindspore.mint.full,mindspore.mint,full,fill_scalar_op.yaml,fill_scalar,FillScalar,,,mindspore.ops.function.array_func,full_ext,op_def,mindspore.ops.function.array_func.fill_scalar_,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.full_like::full_like_op.yaml,mindspore.mint.full_like,mindspore.mint,full_like,full_like_op.yaml,full_like,FullLike,,,mindspore.ops.function.array_func,full_like_ext,op_def,mindspore.ops.auto_generate.full_like_op,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.gather::gather_d_op.yaml,mindspore.mint.gather,mindspore.mint,gather,gather_d_op.yaml,gather_d,GatherD,,,mindspore.ops.function.array_func,gather_ext,op_def,mindspore.ops.auto_generate.gen_ops_prim.gather_d_op,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.gcd::gcd_op.yaml,mindspore.mint.gcd,mindspore.mint,gcd,gcd_op.yaml,gcd,Gcd,tensor_gcd,tensor,mindspore.ops.auto_generate,gcd,api_def,mindspore.ops.auto_generate.gcd,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.greater::greater_op.yaml,mindspore.mint.greater,mindspore.mint,greater,greater_op.yaml,greater,Greater,tensor_greater,tensor,mindspore.ops.functional,greater,api_def,mindspore.ops.functional.greater,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.greater_equal::greater_equal_op.yaml,mindspore.mint.greater_equal,mindspore.mint,greater_equal,greater_equal_op.yaml,greater_equal,GreaterEqual,tensor_greater_equal,"tensor, function",mindspore.ops.functional_overload,greater_equal,api_def,mindspore.ops.functional_overload.greater_equal,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.greater_equal::greater_equal_scalar_op.yaml,mindspore.mint.greater_equal,mindspore.mint,greater_equal,greater_equal_scalar_op.yaml,greater_equal_scalar,GreaterEqualScalar,tensor_greater_equal,"tensor, function",mindspore.ops.functional_overload,greater_equal,api_def,mindspore.ops.functional_overload.greater_equal,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.histc::histc_ext_op.yaml,mindspore.mint.histc,mindspore.mint,histc,histc_ext_op.yaml,histc_ext,HistcExt,,,mindspore.ops.function.math_func,histc_ext,op_def,mindspore.ops.function.math_func.histc_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.hstack::concat_op.yaml,mindspore.mint.hstack,mindspore.mint,hstack,concat_op.yaml,concat,Concat,,,mindspore.ops.function.array_func,hstack,op_def,mindspore.ops.auto_generate.pyboost_inner_prim.concat_impl,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.imag::imag_view_op.yaml,mindspore.mint.imag,mindspore.mint,imag,imag_view_op.yaml,imag_view,ImagView,tensor_imag,"tensor, function",mindspore.ops.functional_overload,imag,api_def,mindspore.ops.functional_overload.imag,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.index_add::index_add_ext_op.yaml,mindspore.mint.index_add,mindspore.mint,index_add,index_add_ext_op.yaml,index_add_ext,IndexAddExt,tensor_index_add,"tensor, function",mindspore.ops.functional_overload,index_add,api_def,mindspore.ops.functional_overload.index_add,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.inverse::matrix_inverse_ext_op.yaml,mindspore.mint.inverse,mindspore.mint,inverse,matrix_inverse_ext_op.yaml,matrix_inverse_ext,MatrixInverseExt,,,mindspore.ops.function.math_func,inverse_ext,op_def,mindspore.ops.auto_generate.matrix_inverse_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.isclose::isclose_op.yaml,mindspore.mint.isclose,mindspore.mint,isclose,isclose_op.yaml,isclose,IsClose,deprecated_tensor_isclose,tensor,mindspore.ops.function.math_func,isclose,api_def,mindspore.ops.function.math_func.isclose,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.isinf::isinf_op.yaml,mindspore.mint.isinf,mindspore.mint,isinf,isinf_op.yaml,isinf,IsInf,tensor_isinf,tensor,mindspore.ops.auto_generate,isinf,api_def,mindspore.ops.auto_generate.isinf,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.isnan::not_equal_op.yaml,mindspore.mint.isnan,mindspore.mint,isnan,not_equal_op.yaml,not_equal,NotEqual,,,mindspore.ops.function.math_func,isnan_ext,op_def,mindspore.ops.auto_generate.not_equal_op,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.kthvalue::kthvalue_op.yaml,mindspore.mint.kthvalue,mindspore.mint,kthvalue,kthvalue_op.yaml,kthvalue,Kthvalue,tensor_kthvalue,"tensor, function",mindspore.ops.functional_overload,kthvalue,api_def,mindspore.ops.functional_overload.kthvalue,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.lerp::lerp_op.yaml,mindspore.mint.lerp,mindspore.mint,lerp,lerp_op.yaml,lerp,Lerp,tensor_lerp,"tensor, function",mindspore.ops.functional_overload,lerp,api_def,mindspore.ops.functional_overload.lerp,mindspore/python/mindspore/mint/__init__.py
