identity_key,public_api,public_surface,api_name,op_branch,op,primitive,py_method,interface,target_module,target_symbol,resolver_kind,resolver_path,source_file
mindspore.mint.lerp::lerp_scalar_op.yaml,mindspore.mint.lerp,mindspore.mint,lerp,lerp_scalar_op.yaml,lerp_scalar,LerpScalar,tensor_lerp,"tensor, function",mindspore.ops.functional_overload,lerp,api_def,mindspore.ops.functional_overload.lerp,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.less::less_op.yaml,mindspore.mint.less,mindspore.mint,less,less_op.yaml,less,Less,tensor_less,"tensor, function",mindspore.ops.functional,less,api_def,mindspore.ops.functional.less,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.less::less_scalar_op.yaml,mindspore.mint.less,mindspore.mint,less,less_scalar_op.yaml,less_scalar,LessScalar,tensor_less,"tensor, function",mindspore.ops.functional,less,api_def,mindspore.ops.functional.less,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.less_equal::less_equal_op.yaml,mindspore.mint.less_equal,mindspore.mint,less_equal,less_equal_op.yaml,less_equal,LessEqual,tensor_le,tensor,mindspore.ops.functional,less_equal,api_def,mindspore.ops.functional.less_equal,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.linspace::lin_space_ext_op.yaml,mindspore.mint.linspace,mindspore.mint,linspace,lin_space_ext_op.yaml,lin_space_ext,LinSpaceExt,,,mindspore.ops.function.math_func,linspace_ext,op_def,mindspore.ops.function.math_func.linspace_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.log::log_op.yaml,mindspore.mint.log,mindspore.mint,log,log_op.yaml,log,Log,tensor_log,tensor,mindspore.ops.functional,log,api_def,mindspore.ops.functional.log,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.log1p::log1p_op.yaml,mindspore.mint.log1p,mindspore.mint,log1p,log1p_op.yaml,log1p,Log1p,tensor_log1p,tensor,mindspore.ops.auto_generate,log1p,api_def,mindspore.ops.auto_generate.log1p,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.logaddexp2::logaddexp2_op.yaml,mindspore.mint.logaddexp2,mindspore.mint,logaddexp2,logaddexp2_op.yaml,logaddexp2,LogAddExp2,deprecated_tensor_logaddexp2,tensor,mindspore.ops.auto_generate,logaddexp2,api_def,mindspore.ops.auto_generate.logaddexp2,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.logical_and::logical_and_op.yaml,mindspore.mint.logical_and,mindspore.mint,logical_and,logical_and_op.yaml,logical_and,LogicalAnd,tensor_logical_and,tensor,mindspore.ops.functional,logical_and,api_def,mindspore.ops.functional.logical_and,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.logical_not::logical_not_op.yaml,mindspore.mint.logical_not,mindspore.mint,logical_not,logical_not_op.yaml,logical_not,LogicalNot,tensor_logical_not,tensor,mindspore.ops.functional,logical_not,api_def,mindspore.ops.functional.logical_not,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.logical_or::logical_or_op.yaml,mindspore.mint.logical_or,mindspore.mint,logical_or,logical_or_op.yaml,logical_or,LogicalOr,tensor_logical_or,tensor,mindspore.ops.functional,logical_or,api_def,mindspore.ops.functional.logical_or,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.logical_xor::logical_xor_op.yaml,mindspore.mint.logical_xor,mindspore.mint,logical_xor,logical_xor_op.yaml,logical_xor,LogicalXor,tensor_logical_xor,tensor,mindspore.ops.functional,logical_xor,api_def,mindspore.ops.functional.logical_xor,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.masked_select::masked_select_op.yaml,mindspore.mint.masked_select,mindspore.mint,masked_select,masked_select_op.yaml,masked_select,MaskedSelect,tensor_masked_select,tensor,mindspore.ops.auto_generate,masked_select,api_def,mindspore.ops.auto_generate.masked_select,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.matmul::matmul_ext_op.yaml,mindspore.mint.matmul,mindspore.mint,matmul,matmul_ext_op.yaml,matmul_ext,MatMulExt,tensor_matmul,tensor,mindspore.ops.functional,matmul,api_def,mindspore.ops.functional.matmul,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.max::max_dim_op.yaml,mindspore.mint.max,mindspore.mint,max,max_dim_op.yaml,max_dim,MaxDim,tensor_maxdim,"tensor, function",mindspore.ops.functional_overload,max,api_def,mindspore.ops.functional_overload.max,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.max::max_op.yaml,mindspore.mint.max,mindspore.mint,max,max_op.yaml,max,Max,tensor_max,"tensor, function",mindspore.ops.functional_overload,max,api_def,mindspore.ops.functional_overload.max,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.max::maximum_op.yaml,mindspore.mint.max,mindspore.mint,max,maximum_op.yaml,maximum,Maximum,tensor_maximum,function,mindspore.ops.functional_overload,max,api_def,mindspore.ops.functional_overload.max,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.maximum::maximum_op.yaml,mindspore.mint.maximum,mindspore.mint,maximum,maximum_op.yaml,maximum,Maximum,tensor_maximum,tensor,mindspore.ops.functional,maximum,api_def,mindspore.ops.functional.maximum,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.median::median_ext_op.yaml,mindspore.mint.median,mindspore.mint,median,median_ext_op.yaml,median_ext,MedianExt,,,mindspore.ops.function.math_func,median_ext,op_def,mindspore.ops.function.math_func.median_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.meshgrid::meshgrid_op.yaml,mindspore.mint.meshgrid,mindspore.mint,meshgrid,meshgrid_op.yaml,meshgrid,Meshgrid,,,mindspore.ops.function.array_func,meshgrid_ext,op_def,mindspore.ops.auto_generate.pyboost_inner_prim.meshgrid_impl,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.min::min_dim_op.yaml,mindspore.mint.min,mindspore.mint,min,min_dim_op.yaml,min_dim,MinDim,tensor_mindim,"tensor, function",mindspore.ops.functional_overload,min,api_def,mindspore.ops.functional_overload.min,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.min::min_op.yaml,mindspore.mint.min,mindspore.mint,min,min_op.yaml,min,Min,tensor_min,"tensor, function",mindspore.ops.functional_overload,min,api_def,mindspore.ops.functional_overload.min,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.min::minimum_op.yaml,mindspore.mint.min,mindspore.mint,min,minimum_op.yaml,minimum,Minimum,tensor_minimum,function,mindspore.ops.functional_overload,min,api_def,mindspore.ops.functional_overload.min,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.minimum::minimum_op.yaml,mindspore.mint.minimum,mindspore.mint,minimum,minimum_op.yaml,minimum,Minimum,tensor_minimum,tensor,mindspore.ops.functional,minimum,api_def,mindspore.ops.functional.minimum,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.mm::mm_ext_op.yaml,mindspore.mint.mm,mindspore.mint,mm,mm_ext_op.yaml,mm_ext,Mm,,,mindspore.ops.auto_generate,mm_ext,op_def,mindspore.ops.auto_generate.mm_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.mul::mul_op.yaml,mindspore.mint.mul,mindspore.mint,mul,mul_op.yaml,mul,Mul,tensor_mul,"tensor, function",mindspore.ops.functional_overload,mul,api_def,mindspore.ops.functional_overload.mul,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.mul::muls_op.yaml,mindspore.mint.mul,mindspore.mint,mul,muls_op.yaml,muls,Muls,tensor_mul,"tensor, function",mindspore.ops.functional_overload,mul,api_def,mindspore.ops.functional_overload.mul,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.multinomial::multinomial_ext_op.yaml,mindspore.mint.multinomial,mindspore.mint,multinomial,multinomial_ext_op.yaml,multinomial_ext,MultinomialExt,,,mindspore.ops.function.random_func,multinomial_ext,op_def,mindspore.ops.function.random_func.multinomial_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.mv::mv_op.yaml,mindspore.mint.mv,mindspore.mint,mv,mv_op.yaml,mv,Mv,,,mindspore.ops.auto_generate,mv,op_def,mindspore.ops.auto_generate.mv,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.nan_to_num::nan_to_num_op.yaml,mindspore.mint.nan_to_num,mindspore.mint,nan_to_num,nan_to_num_op.yaml,nan_to_num,NanToNum,tensor_nan_to_num,tensor,mindspore.ops.function.math_func,nan_to_num,api_def,mindspore.ops.function.math_func.nan_to_num,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.nansum::nansum_op.yaml,mindspore.mint.nansum,mindspore.mint,nansum,nansum_op.yaml,nansum,Nansum,deprecated_tensor_nansum,"tensor, function",mindspore.ops.functional_overload,nansum,api_def,mindspore.ops.functional_overload.nansum,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.narrow::narrow_view_op.yaml,mindspore.mint.narrow,mindspore.mint,narrow,narrow_view_op.yaml,narrow_view,NarrowView,,,mindspore.ops.auto_generate,narrow_view,op_def,mindspore.ops.auto_generate.narrow_view,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.ne::not_equal_op.yaml,mindspore.mint.ne,mindspore.mint,ne,not_equal_op.yaml,not_equal,NotEqual,tensor_not_equal,tensor,mindspore.ops.function.math_func,ne,api_def,mindspore.ops.auto_generate.not_equal,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.neg::neg_op.yaml,mindspore.mint.neg,mindspore.mint,neg,neg_op.yaml,neg,Neg,tensor_neg,tensor,mindspore.ops.functional,neg,api_def,mindspore.ops.functional.neg,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.nonzero::non_zero_op.yaml,mindspore.mint.nonzero,mindspore.mint,nonzero,non_zero_op.yaml,non_zero,NonZero,,,mindspore.ops.function.array_func,nonzero,op_def,mindspore.ops.function.array_func.nonzero,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.norm::cast_op.yaml,mindspore.mint.norm,mindspore.mint,norm,cast_op.yaml,cast,Cast,,,mindspore.ops.function.math_func,norm_ext,op_def,mindspore.cast,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.norm::linalg_vector_norm_op.yaml,mindspore.mint.norm,mindspore.mint,norm,linalg_vector_norm_op.yaml,linalg_vector_norm,LinalgVectorNorm,,,mindspore.ops.function.math_func,norm_ext,op_def,mindspore.ops.auto_generate.linalg_vector_norm_op,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.norm::lp_norm_v2_op.yaml,mindspore.mint.norm,mindspore.mint,norm,lp_norm_v2_op.yaml,lp_norm_v2,LpNormV2,,,mindspore.ops.function.math_func,norm_ext,op_def,mindspore.ops.auto_generate.lp_norm_v2_op,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.normal::normal_float_float_op.yaml,mindspore.mint.normal,mindspore.mint,normal,normal_float_float_op.yaml,normal_float_float,NormalFloatFloat,,,mindspore.ops.function.random_func,normal_ext,op_def,mindspore.ops.function.random_func.normal_float_float_op,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.normal::normal_float_tensor_op.yaml,mindspore.mint.normal,mindspore.mint,normal,normal_float_tensor_op.yaml,normal_float_tensor,NormalFloatTensor,,,mindspore.ops.function.random_func,normal_ext,op_def,mindspore.ops.function.random_func.normal_float_tensor_op,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.normal::normal_tensor_float_op.yaml,mindspore.mint.normal,mindspore.mint,normal,normal_tensor_float_op.yaml,normal_tensor_float,NormalTensorFloat,,,mindspore.ops.function.random_func,normal_ext,op_def,mindspore.ops.function.random_func.normal_tensor_float_op,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.normal::normal_tensor_tensor_op.yaml,mindspore.mint.normal,mindspore.mint,normal,normal_tensor_tensor_op.yaml,normal_tensor_tensor,NormalTensorTensor,,,mindspore.ops.function.random_func,normal_ext,op_def,mindspore.ops.function.random_func.normal_tensor_tensor_op,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.ones_like::ones_like_ext_op.yaml,mindspore.mint.ones_like,mindspore.mint,ones_like,ones_like_ext_op.yaml,ones_like_ext,OnesLikeExt,,,mindspore.ops.function.array_func,ones_like_ext,op_def,mindspore.ops.function.array_func.ones_like_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.polar::polar_op.yaml,mindspore.mint.polar,mindspore.mint,polar,polar_op.yaml,polar,Polar,,,mindspore.ops.function.math_func,polar,op_def,mindspore.ops.function.math_func.polar,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.pow::pow_op.yaml,mindspore.mint.pow,mindspore.mint,pow,pow_op.yaml,pow,Pow,tensor_pow_tensor_tensor,tensor,mindspore.ops.function.math_func,pow_ext,api_def,mindspore.ops.auto_generate.pow,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.pow::pow_scalar_tensor_op.yaml,mindspore.mint.pow,mindspore.mint,pow,pow_scalar_tensor_op.yaml,pow_scalar_tensor,PowScalarTensor,,,mindspore.ops.function.math_func,pow_ext,op_def,mindspore.ops.auto_generate.pow_scalar_tensor_op,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.pow::pow_tensor_scalar_op.yaml,mindspore.mint.pow,mindspore.mint,pow,pow_tensor_scalar_op.yaml,pow_tensor_scalar,PowTensorScalar,,,mindspore.ops.function.math_func,pow_ext,op_def,mindspore.ops.auto_generate.pow_tensor_scalar_op,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.rand::rand_ext_op.yaml,mindspore.mint.rand,mindspore.mint,rand,rand_ext_op.yaml,rand_ext,RandExt,,,mindspore.ops.function.random_func,rand_ext,op_def,mindspore.ops.function.random_func.rand_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.rand_like::rand_like_ext_op.yaml,mindspore.mint.rand_like,mindspore.mint,rand_like,rand_like_ext_op.yaml,rand_like_ext,RandLikeExt,,,mindspore.ops.function.random_func,rand_like_ext,op_def,mindspore.ops.function.random_func.rand_like_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.randint::randint_op.yaml,mindspore.mint.randint,mindspore.mint,randint,randint_op.yaml,randint,RandInt,,,mindspore.ops.function.random_func,randint_ext,op_def,mindspore.ops.function.random_func.randint_,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.randint_like::randint_like_op.yaml,mindspore.mint.randint_like,mindspore.mint,randint_like,randint_like_op.yaml,randint_like,RandIntLike,,,mindspore.ops.function.random_func,randint_like_ext,op_def,mindspore.ops.function.random_func.randint_like_,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.randn::randn_op.yaml,mindspore.mint.randn,mindspore.mint,randn,randn_op.yaml,randn,Randn,,,mindspore.ops.function.random_func,randn_ext,op_def,mindspore.ops.function.random_func.randn_,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.randn_like::randn_like_op.yaml,mindspore.mint.randn_like,mindspore.mint,randn_like,randn_like_op.yaml,randn_like,RandnLike,,,mindspore.ops.function.random_func,randn_like_ext,op_def,mindspore.ops.function.random_func.randn_like_,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.randperm::randperm_ext_op.yaml,mindspore.mint.randperm,mindspore.mint,randperm,randperm_ext_op.yaml,randperm_ext,RandpermExt,,,mindspore.ops.function.random_func,randperm_ext,op_def,mindspore.ops.function.random_func.randperm_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.real::real_view_op.yaml,mindspore.mint.real,mindspore.mint,real,real_view_op.yaml,real_view,RealView,tensor_real,"tensor, function",mindspore.ops.functional_overload,real,api_def,mindspore.ops.functional_overload.real,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.reciprocal::reciprocal_op.yaml,mindspore.mint.reciprocal,mindspore.mint,reciprocal,reciprocal_op.yaml,reciprocal,Reciprocal,tensor_reciprocal,tensor,mindspore.ops.functional,reciprocal,api_def,mindspore.ops.functional.reciprocal,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.remainder::remainder_scalar_tensor_op.yaml,mindspore.mint.remainder,mindspore.mint,remainder,remainder_scalar_tensor_op.yaml,remainder_scalar_tensor,RemainderScalarTensor,tensor_remainder,function,mindspore.ops.functional_overload,remainder,api_def,mindspore.ops.functional_overload.remainder,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.remainder::remainder_tensor_scalar_op.yaml,mindspore.mint.remainder,mindspore.mint,remainder,remainder_tensor_scalar_op.yaml,remainder_tensor_scalar,RemainderTensorScalar,tensor_remainder,"tensor, function",mindspore.ops.functional_overload,remainder,api_def,mindspore.ops.functional_overload.remainder,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.remainder::remainder_tensor_tensor_op.yaml,mindspore.mint.remainder,mindspore.mint,remainder,remainder_tensor_tensor_op.yaml,remainder_tensor_tensor,RemainderTensorTensor,tensor_remainder,"tensor, function",mindspore.ops.functional_overload,remainder,api_def,mindspore.ops.functional_overload.remainder,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.repeat_interleave::repeat_interleave_int_op.yaml,mindspore.mint.repeat_interleave,mindspore.mint,repeat_interleave,repeat_interleave_int_op.yaml,repeat_interleave_int,RepeatInterleaveInt,tensor_repeat_interleave_ext,"tensor, function",mindspore.ops.functional_overload,repeat_interleave,api_def,mindspore.ops.functional_overload.repeat_interleave,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.repeat_interleave::repeat_interleave_tensor_op.yaml,mindspore.mint.repeat_interleave,mindspore.mint,repeat_interleave,repeat_interleave_tensor_op.yaml,repeat_interleave_tensor,RepeatInterleaveTensor,tensor_repeat_interleave_ext,"tensor, function",mindspore.ops.functional_overload,repeat_interleave,api_def,mindspore.ops.functional_overload.repeat_interleave,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.roll::roll_op.yaml,mindspore.mint.roll,mindspore.mint,roll,roll_op.yaml,roll,Roll,tensor_roll,tensor,mindspore.ops.function.math_func,roll,api_def,mindspore.ops.function.math_func.roll,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.round::round_op.yaml,mindspore.mint.round,mindspore.mint,round,round_op.yaml,round,Round,tensor_round,tensor,mindspore.ops.function.math_func,round,api_def,mindspore.ops.function.math_func.round,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.rsqrt::rsqrt_op.yaml,mindspore.mint.rsqrt,mindspore.mint,rsqrt,rsqrt_op.yaml,rsqrt,Rsqrt,tensor_rsqrt,tensor,mindspore.ops.functional,rsqrt,api_def,mindspore.ops.functional.rsqrt,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.scatter_add::scatter_add_ext_op.yaml,mindspore.mint.scatter_add,mindspore.mint,scatter_add,scatter_add_ext_op.yaml,scatter_add_ext,ScatterAddExt,,,mindspore.ops.function.array_func,scatter_add_ext,op_def,mindspore.ops.function.array_func.scatter_add_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.searchsorted::searchsorted_op.yaml,mindspore.mint.searchsorted,mindspore.mint,searchsorted,searchsorted_op.yaml,searchsorted,SearchSorted,,,mindspore.ops.functional,searchsorted,op_def,mindspore.ops.functional.searchsorted,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.select::select_ext_view_op.yaml,mindspore.mint.select,mindspore.mint,select,select_ext_view_op.yaml,select_ext_view,SelectExtView,,,mindspore.ops.auto_generate,select_ext_view,op_def,mindspore.ops.auto_generate.select_ext_view,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.sign::sign_op.yaml,mindspore.mint.sign,mindspore.mint,sign,sign_op.yaml,sign,Sign,,,mindspore.ops.auto_generate,sign,op_def,mindspore.ops.auto_generate.sign,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.sin::sin_op.yaml,mindspore.mint.sin,mindspore.mint,sin,sin_op.yaml,sin,Sin,tensor_sin,tensor,mindspore.ops.function.math_func,sin,api_def,mindspore.ops.function.math_func.sin,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.sinc::sinc_op.yaml,mindspore.mint.sinc,mindspore.mint,sinc,sinc_op.yaml,sinc,Sinc,tensor_sinc,tensor,mindspore.ops.auto_generate,sinc,api_def,mindspore.ops.auto_generate.sinc,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.sinh::sinh_op.yaml,mindspore.mint.sinh,mindspore.mint,sinh,sinh_op.yaml,sinh,Sinh,tensor_sinh,tensor,mindspore.ops.auto_generate,sinh,api_def,mindspore.ops.auto_generate.sinh,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.softmax_ext::softmax_op.yaml,mindspore.mint.softmax_ext,mindspore.mint,softmax_ext,softmax_op.yaml,softmax,Softmax,,,mindspore.ops.function.nn_func,softmax_ext,op_def,mindspore.ops.auto_generate.softmax_impl,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.sort::sort_ext_op.yaml,mindspore.mint.sort,mindspore.mint,sort,sort_ext_op.yaml,sort_ext,SortExt,,,mindspore.ops.function.array_func,sort_ext,op_def,mindspore.ops.function.array_func.sort_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.square::square_op.yaml,mindspore.mint.square,mindspore.mint,square,square_op.yaml,square,Square,tensor_square,tensor,mindspore.ops.functional,square,api_def,mindspore.ops.functional.square,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.squeeze_impl::squeeze_op.yaml,mindspore.mint.squeeze_impl,mindspore.mint,squeeze_impl,squeeze_op.yaml,squeeze,Squeeze,,,mindspore.ops.auto_generate.pyboost_inner_prim,squeeze_impl,op_def,mindspore.ops.auto_generate.pyboost_inner_prim.squeeze_impl,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.stack::stack_ext_op.yaml,mindspore.mint.stack,mindspore.mint,stack,stack_ext_op.yaml,stack_ext,StackExt,,,mindspore.ops.auto_generate,stack_ext,op_def,mindspore.ops.auto_generate.stack_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.std::std_op.yaml,mindspore.mint.std,mindspore.mint,std,std_op.yaml,std,Std,,,mindspore.ops.function.math_func,std_ext,op_def,mindspore.ops.auto_generate.std_op,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.std_mean::std_mean_op.yaml,mindspore.mint.std_mean,mindspore.mint,std_mean,std_mean_op.yaml,std_mean,StdMean,,,mindspore.ops.function.math_func,std_mean_ext,op_def,mindspore.ops.auto_generate.std_mean_op,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.sub::sub_ext_op.yaml,mindspore.mint.sub,mindspore.mint,sub,sub_ext_op.yaml,sub_ext,SubExt,tensor_sub_ext,"tensor, function",mindspore.ops.functional_overload,sub,api_def,mindspore.ops.functional_overload.sub,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.sub::sub_scalar_op.yaml,mindspore.mint.sub,mindspore.mint,sub,sub_scalar_op.yaml,sub_scalar,SubScalar,tensor_sub_ext,"tensor, function",mindspore.ops.functional_overload,sub,api_def,mindspore.ops.functional_overload.sub,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.take::take_op.yaml,mindspore.mint.take,mindspore.mint,take,take_op.yaml,take,Take,tensor_take,tensor,mindspore.ops.function.array_func,take,api_def,mindspore.ops.function.array_func.take,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.tan::tan_op.yaml,mindspore.mint.tan,mindspore.mint,tan,tan_op.yaml,tan,Tan,tensor_tan,tensor,mindspore.ops.function.math_func,tan,api_def,mindspore.ops.function.math_func.tan,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.tanh::tanh_op.yaml,mindspore.mint.tanh,mindspore.mint,tanh,tanh_op.yaml,tanh,Tanh,tensor_erf,tensor,mindspore.ops.function.math_func,tanh,api_def,mindspore.ops.function.math_func.tanh,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.tile::tile_op.yaml,mindspore.mint.tile,mindspore.mint,tile,tile_op.yaml,tile,Tile,tensor_tile,tensor,mindspore.ops.functional,tile,api_def,mindspore.ops.functional.tile,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.topk::topk_ext_op.yaml,mindspore.mint.topk,mindspore.mint,topk,topk_ext_op.yaml,topk_ext,TopkExt,,,mindspore.ops.auto_generate,topk_ext,op_def,mindspore.ops.auto_generate.topk_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.trace::trace_ext_op.yaml,mindspore.mint.trace,mindspore.mint,trace,trace_ext_op.yaml,trace_ext,TraceExt,,,mindspore.ops.auto_generate,trace_ext,op_def,mindspore.ops.auto_generate.trace_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.transpose::transpose_ext_view_op.yaml,mindspore.mint.transpose,mindspore.mint,transpose,transpose_ext_view_op.yaml,transpose_ext_view,TransposeExtView,,,mindspore.ops.auto_generate,transpose_ext_view,op_def,mindspore.ops.auto_generate.transpose_ext_view,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.triangular_solve::triangular_solve_op.yaml,mindspore.mint.triangular_solve,mindspore.mint,triangular_solve,triangular_solve_op.yaml,triangular_solve,TriangularSolve,,,mindspore.ops.auto_generate,triangular_solve,op_def,mindspore.ops.auto_generate.triangular_solve,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.tril::tril_ext_op.yaml,mindspore.mint.tril,mindspore.mint,tril,tril_ext_op.yaml,tril_ext,TrilExt,,,mindspore.ops.function.array_func,tril_ext,op_def,mindspore.ops.function.array_func.tril_ext,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.triu::triu_op.yaml,mindspore.mint.triu,mindspore.mint,triu,triu_op.yaml,triu,Triu,tensor_triu,tensor,mindspore.ops,triu,api_def,mindspore.ops.triu,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.trunc::trunc_op.yaml,mindspore.mint.trunc,mindspore.mint,trunc,trunc_op.yaml,trunc,Trunc,tensor_trunc,tensor,mindspore.ops.auto_generate,trunc,api_def,mindspore.ops.auto_generate.trunc,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.unbind::unstack_ext_view_op.yaml,mindspore.mint.unbind,mindspore.mint,unbind,unstack_ext_view_op.yaml,unstack_ext_view,UnstackExtView,,,mindspore.ops.function.array_func,unbind_ext,op_def,mindspore.ops.auto_generate.unstack_ext_view_op,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.var::var_op.yaml,mindspore.mint.var,mindspore.mint,var,var_op.yaml,var,Var,,,mindspore.ops.function.math_func,var_ext,op_def,mindspore.ops.auto_generate.var_op,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.var_mean::var_mean_op.yaml,mindspore.mint.var_mean,mindspore.mint,var_mean,var_mean_op.yaml,var_mean,VarMean,,,mindspore.ops.function.math_func,var_mean_ext,op_def,mindspore.ops.auto_generate.var_mean_op,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.where::non_zero_ext_op.yaml,mindspore.mint.where,mindspore.mint,where,non_zero_ext_op.yaml,non_zero_ext,NonZeroExt,place_holder,function,mindspore.ops.functional_overload,where,api_def,mindspore.ops.functional_overload.where,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.where::select_op.yaml,mindspore.mint.where,mindspore.mint,where,select_op.yaml,select,Select,tensor_where,"tensor, function",mindspore.ops.functional_overload,where,api_def,mindspore.ops.functional_overload.where,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.xlogy::xlogy_op.yaml,mindspore.mint.xlogy,mindspore.mint,xlogy,xlogy_op.yaml,xlogy,Xlogy,tensor_xlogy,"tensor, function",mindspore.ops.functional_overload,xlogy,api_def,mindspore.ops.functional_overload.xlogy,mindspore/python/mindspore/mint/__init__.py
mindspore.mint.xlogy::xlogy_scalar_other_op.yaml,mindspore.mint.xlogy,mindspore.mint,xlogy,xlogy_scalar_other_op.yaml,xlogy_scalar_other,XLogYScalarOther,tensor_xlogy,"tensor, function",mindspore.ops.functional_overload,xlogy,api_def,mindspore.ops.functional_overload.xlogy,mindspore/python/mindspore/mint/__init__.py
