coverage_key,op,primitive,op_branch,op_yaml_path,class_name,dispatch_enable,dispatch_kind,dispatch_ascend,aclnn,aclnn_source,infer,pyboost,kbk,bprop,ut,st,docs_cn,docs_en,infer_evidence,pyboost_evidence,kbk_evidence,bprop_evidence,ut_evidence,st_evidence,docs_cn_evidence,docs_en_evidence
addmv::Addmv,addmv,Addmv,addmv_op.yaml,mindspore/ops/op_def/yaml/addmv_op.yaml,Addmv,True,customize,AddmvAscend,"[""aclnnAddmv""]",customize_source,true,true,true,true,true,true,false,false,"[""mindspore/ops/infer/ops_func_impl/addmv.cc"", ""mindspore/ops/infer/ops_func_impl/addmv.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/addmv.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/addmv.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/addmv_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/addmv_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_addmv.cc""]","[""tests/st/ops/ascend/test_addmv_op.py"", ""tests/st/ops/cpu/test_addmv_op.py"", ""tests/st/ops/gpu/test_addmv_op.py""]",[],[]
addn::AddN,addn,AddN,addn_op.yaml,mindspore/ops/op_def/yaml/addn_op.yaml,AddN,False,unsupported,,[],,true,false,false,true,false,true,false,false,"[""mindspore/ops/infer/ops_func_impl/addn.cc"", ""mindspore/ops/infer/ops_func_impl/addn.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]",[],"[""tests/st/ops/ascend/test_addn.py"", ""tests/st/ops/ascend/test_tbe_ops/test_addn.py"", ""tests/st/ops/cpu/test_addn_op.py"", ""tests/st/ops/gpu/test_addn_op.py"", ""tests/st/ops/test_ops_addn.py""]",[],[]
all_finite::AllFinite,all_finite,AllFinite,allfinite_op.yaml,mindspore/ops/op_def/yaml/allfinite_op.yaml,AllFinite,True,customize,AllFiniteAscend,"[""aclnnAllFinite""]",customize_source,true,true,true,false,false,true,false,false,"[""mindspore/ops/infer/ops_func_impl/all_finite.cc"", ""mindspore/ops/infer/ops_func_impl/all_finite.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/all_finite.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/all_finite.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/all_finite_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/all_finite_aclnn_kernel.h""]",[],[],"[""tests/st/ops/ascend/test_aclnn_ops/test_all_finite.py""]",[],[]
all_gather_matmul::AllGatherMatmul,all_gather_matmul,AllGatherMatmul,all_gather_matmul_op.yaml,mindspore/ops/op_def/yaml/all_gather_matmul_op.yaml,AllGatherMatmul,True,customize,AllGatherMatmulAscend,"[""aclnnAllGatherMatmul""]",customize_source,true,true,true,false,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/all_gather_matmul.cc"", ""mindspore/ops/infer/ops_func_impl/all_gather_matmul.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/all_gather_matmul.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/all_gather_matmul.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/all_gather_matmul_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/all_gather_matmul_aclnn_kernel.h""]",[],"[""tests/ut/cpp/ops/test_ops_all_gather_matmul.cc""]","[""tests/st/ops/parallel/all_gather_matmul.py""]",[],"[""mindspore/ops/api_def/function_doc/all_gather_matmul_doc.yaml""]"
angle::Angle,angle,Angle,angle_op.yaml,mindspore/ops/op_def/yaml/angle_op.yaml,Angle,False,unsupported,,[],,true,false,false,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/angle.cc"", ""mindspore/ops/infer/ops_func_impl/angle.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_angle.cc""]","[""tests/st/ops/gpu/test_angle_op.py"", ""tests/st/ops/test_angle.py"", ""tests/st/ops/test_func_angle.py""]",[],"[""mindspore/ops/op_def/yaml/doc/angle_doc.yaml""]"
apply_adamw::ApplyAdamW,apply_adamw,ApplyAdamW,apply_adamw_op.yaml,mindspore/ops/op_def/yaml/apply_adamw_op.yaml,ApplyAdamW,False,unsupported,,[],,true,false,false,false,false,false,false,false,"[""mindspore/ops/infer/ops_func_impl/apply_adamw.cc"", ""mindspore/ops/infer/ops_func_impl/apply_adamw.h""]",[],[],[],[],[],[],[]
apply_came_part1::ApplyCamePart1,apply_came_part1,ApplyCamePart1,apply_came_part1_op.yaml,mindspore/ops/op_def/yaml/apply_came_part1_op.yaml,ApplyCamePart1,False,unsupported,,[],,true,false,false,false,false,true,false,true,"[""mindspore/ops/infer/ops_func_impl/apply_came_part1.cc"", ""mindspore/ops/infer/ops_func_impl/apply_came_part1.h""]",[],[],[],[],"[""tests/st/ops/ascend/test_apply_came_part1.py""]",[],"[""mindspore/ops/op_def/yaml/doc/apply_came_part1_doc.yaml""]"
apply_came_part2::ApplyCamePart2,apply_came_part2,ApplyCamePart2,apply_came_part2_op.yaml,mindspore/ops/op_def/yaml/apply_came_part2_op.yaml,ApplyCamePart2,False,unsupported,,[],,true,false,false,false,false,true,false,true,"[""mindspore/ops/infer/ops_func_impl/apply_came_part2.cc"", ""mindspore/ops/infer/ops_func_impl/apply_came_part2.h""]",[],[],[],[],"[""tests/st/ops/ascend/test_apply_came_part2.py""]",[],"[""mindspore/ops/op_def/yaml/doc/apply_came_part2_doc.yaml""]"
apply_came_part3::ApplyCamePart3,apply_came_part3,ApplyCamePart3,apply_came_part3_op.yaml,mindspore/ops/op_def/yaml/apply_came_part3_op.yaml,ApplyCamePart3,False,unsupported,,[],,true,false,false,false,false,true,false,true,"[""mindspore/ops/infer/ops_func_impl/apply_came_part3.cc"", ""mindspore/ops/infer/ops_func_impl/apply_came_part3.h""]",[],[],[],[],"[""tests/st/ops/ascend/test_apply_came_part3.py""]",[],"[""mindspore/ops/op_def/yaml/doc/apply_came_part3_doc.yaml""]"
apply_came_part4::ApplyCamePart4,apply_came_part4,ApplyCamePart4,apply_came_part4_op.yaml,mindspore/ops/op_def/yaml/apply_came_part4_op.yaml,ApplyCamePart4,False,unsupported,,[],,true,false,false,false,false,false,false,true,"[""mindspore/ops/infer/ops_func_impl/apply_came_part4.cc"", ""mindspore/ops/infer/ops_func_impl/apply_came_part4.h""]",[],[],[],[],[],[],"[""mindspore/ops/op_def/yaml/doc/apply_came_part4_doc.yaml""]"
apply_rotary_pos_emb::ApplyRotaryPosEmb,apply_rotary_pos_emb,ApplyRotaryPosEmb,apply_rotary_pos_emb_op.yaml,mindspore/ops/op_def/yaml/apply_rotary_pos_emb_op.yaml,ApplyRotaryPosEmb,True,auto_generate,default,"[""aclnnApplyRotaryPosEmb""]",auto_generate_source,true,true,true,false,false,true,false,false,"[""mindspore/ops/infer/ops_func_impl/apply_rotary_pos_emb.cc"", ""mindspore/ops/infer/ops_func_impl/apply_rotary_pos_emb.h"", ""mindspore/ops/infer/symbol_ops_impl/apply_rotary_pos_emb.cc""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/apply_rotary_pos_emb.h"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/internal/auto_generate/apply_rotary_pos_emb.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/aclnn_auto_gen/apply_rotary_pos_emb_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/aclnn_auto_gen/apply_rotary_pos_emb_aclnn_kernel.h""]",[],[],"[""tests/st/ops/test_ops_apply_rotary_pos_emb.py""]",[],[]
arange::Arange,arange,Arange,arange_op.yaml,mindspore/ops/op_def/yaml/arange_op.yaml,Arange,True,customize,ArangeAscend,"[""aclnnArange""]",customize_source,true,true,true,true,true,true,false,true,"[""mindspore/ops/infer/ops_frontend_func_impl/arange.cc"", ""mindspore/ops/infer/ops_func_impl/arange.cc"", ""mindspore/ops/infer/ops_func_impl/arange.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/arange.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/arange.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/arange_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/arange_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]","[""tests/ut/cpp/ops/test_ops_arange.cc""]","[""tests/st/ops/test_func_arange.py""]",[],"[""mindspore/ops/op_def/yaml/doc/arange_doc.yaml""]"
argmax::Argmax,argmax,Argmax,argmax_op.yaml,mindspore/ops/op_def/yaml/argmax_op.yaml,Argmax,False,unsupported,,[],,true,false,false,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/argmax.cc"", ""mindspore/ops/infer/ops_func_impl/argmax.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]","[""tests/ut/cpp/ops/test_ops_argmax.cc""]","[""tests/st/ops/ascend/test_argmax.py"", ""tests/st/ops/cpu/test_argmax_op.py"", ""tests/st/ops/gpu/test_argmax_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/argmax_doc.yaml""]"
argmax_ext::ArgMaxExt,argmax_ext,ArgMaxExt,argmax_ext_op.yaml,mindspore/ops/op_def/yaml/argmax_ext_op.yaml,ArgMaxExt,True,customize,ArgMaxAscend,"[""aclnnArgMax""]",customize_source,true,true,true,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/argmax.cc"", ""mindspore/ops/infer/ops_func_impl/argmax.h"", ""mindspore/ops/infer/ops_func_impl/argmax_ext.cc"", ""mindspore/ops/infer/ops_func_impl/argmax_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/argmax_ext.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/argmax_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/argmax_ext_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/argmax_ext_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]","[""tests/ut/cpp/ops/test_ops_argmax.cc"", ""tests/ut/cpp/ops/test_ops_argmax_ext.cc""]","[""tests/st/ops/ascend/test_argmax.py"", ""tests/st/ops/cpu/test_argmax_op.py"", ""tests/st/ops/gpu/test_argmax_op.py"", ""tests/st/ops/test_ops_argmax_ext.py""]",[],"[""mindspore/ops/op_def/yaml/doc/argmax_doc.yaml"", ""mindspore/ops/op_def/yaml/doc/argmax_ext_doc.yaml""]"
argmax_with_value::ArgMaxWithValue,argmax_with_value,ArgMaxWithValue,argmax_with_value_op.yaml,mindspore/ops/op_def/yaml/argmax_with_value_op.yaml,ArgMaxWithValue,True,customize,ArgMaxWithValueAscend,"[""aclnnMaxDim""]",customize_source,true,true,true,true,false,true,false,true,"[""mindspore/ops/infer/ops_func_impl/argmax_with_value.cc"", ""mindspore/ops/infer/ops_func_impl/argmax_with_value.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/argmax_with_value.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/argmax_with_value.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/arg_with_value_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/arg_with_value_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]",[],"[""tests/st/ops/ascend/test_argmaxwithvalue.py"", ""tests/st/ops/cpu/test_argmaxwithvalue_op.py"", ""tests/st/ops/dynamic_shape/grad/test_argmax_with_value.py"", ""tests/st/ops/gpu/test_argmaxwithvalue_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/argmax_with_value_doc.yaml""]"
argmin::Argmin,argmin,Argmin,argmin_op.yaml,mindspore/ops/op_def/yaml/argmin_op.yaml,Argmin,False,unsupported,,[],,true,false,false,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/argmin.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]","[""tests/ut/cpp/ops/test_ops_argmin.cc""]","[""tests/st/ops/cpu/test_argmin_op.py"", ""tests/st/ops/gpu/test_argmin_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/argmin_doc.yaml""]"
argmin_ext::ArgMinExt,argmin_ext,ArgMinExt,argmin_ext_op.yaml,mindspore/ops/op_def/yaml/argmin_ext_op.yaml,ArgMinExt,True,customize,ArgMinAscend,"[""aclnnArgMin""]",customize_source,true,true,true,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/argmin.h"", ""mindspore/ops/infer/ops_func_impl/argmin_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/argmin_ext.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/argmin_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/argmin_ext_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/argmin_ext_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]","[""tests/ut/cpp/ops/test_ops_argmin.cc"", ""tests/ut/cpp/ops/test_ops_argmin_ext.cc""]","[""tests/st/ops/cpu/test_argmin_op.py"", ""tests/st/ops/gpu/test_argmin_op.py"", ""tests/st/ops/test_ops_argmin_ext.py""]",[],"[""mindspore/ops/op_def/yaml/doc/argmin_doc.yaml"", ""mindspore/ops/op_def/yaml/doc/argmin_ext_doc.yaml""]"
argmin_with_value::ArgMinWithValue,argmin_with_value,ArgMinWithValue,argmin_with_value_op.yaml,mindspore/ops/op_def/yaml/argmin_with_value_op.yaml,ArgMinWithValue,True,customize,ArgMinWithValueAscend,"[""aclnnMinDim""]",customize_source,true,true,true,true,false,true,false,true,"[""mindspore/ops/infer/ops_func_impl/argmin_with_value.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/argmin_with_value.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/argmin_with_value.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/arg_with_value_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/arg_with_value_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]",[],"[""tests/st/ops/cpu/test_argminwithvalue_op.py"", ""tests/st/ops/dynamic_shape/grad/test_argmin_with_value.py"", ""tests/st/ops/gpu/test_argminwithvalue_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/argmin_with_value_doc.yaml""]"
argsort::ArgSort,argsort,ArgSort,argsort_op.yaml,mindspore/ops/op_def/yaml/argsort_op.yaml,ArgSort,True,customize,ArgSortAscend,"[""aclnnSort""]",customize_source,true,true,true,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/argsort.cc"", ""mindspore/ops/infer/ops_func_impl/argsort.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/argsort.cc"", ""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/customize/argsort.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/argsort_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/customize/argsort_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]","[""tests/ut/cpp/ops/test_ops_argsort.cc""]","[""tests/st/ops/test_func_argsort.py""]",[],"[""mindspore/ops/op_def/yaml/doc/argsort_doc.yaml""]"
as_strided::AsStrided,as_strided,AsStrided,as_strided_op.yaml,mindspore/ops/op_def/yaml/as_strided_op.yaml,AsStrided,True,auto_generate,default,"[""aclnnAsStrided""]",auto_generate_source,true,false,true,true,false,false,false,false,"[""mindspore/ops/infer/ops_func_impl/as_strided.cc"", ""mindspore/ops/infer/ops_func_impl/as_strided.h""]",[],"[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/aclnn_auto_gen/as_strided_aclnn_kernel.cc"", ""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/aclnn_auto_gen/as_strided_aclnn_kernel.h""]","[""mindspore/ccsrc/frontend/expander/grad/grad_array_ops.cc""]",[],[],[],[]
asin::Asin,asin,Asin,asin_op.yaml,mindspore/ops/op_def/yaml/asin_op.yaml,Asin,False,unsupported,,[],,true,false,false,true,false,true,false,true,"[""mindspore/ops/infer/ops_func_impl/asin.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]",[],"[""tests/st/ops/ascend/test_asin.py"", ""tests/st/ops/cpu/test_asin_op.py"", ""tests/st/ops/gpu/test_asin_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/asin_doc.yaml""]"
asin_ext::AsinExt,asin_ext,AsinExt,asin_ext_op.yaml,mindspore/ops/op_def/yaml/asin_ext_op.yaml,AsinExt,True,auto_generate,default,"[""aclnnAsin""]","aclnn_config,auto_generate_source",true,true,true,true,true,false,false,true,"[""mindspore/ops/infer/ops_func_impl/asin_ext.cc"", ""mindspore/ops/infer/ops_func_impl/asin_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/asin_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/auto_generate/aclnn_kernel_register_auto.cc""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_asin_ext.cc""]",[],[],"[""mindspore/ops/op_def/yaml/doc/asin_ext_doc.yaml""]"
asin_grad::AsinGrad,asin_grad,AsinGrad,asin_grad_op.yaml,mindspore/ops/op_def/yaml/asin_grad_op.yaml,AsinGrad,False,unsupported,,[],,true,false,false,true,false,true,false,true,"[""mindspore/ops/infer/ops_func_impl/asin_grad.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]",[],"[""tests/st/ops/cpu/test_asin_grad_op.py"", ""tests/st/ops/gpu/test_asin_grad_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/asin_grad_doc.yaml""]"
asinh::Asinh,asinh,Asinh,asinh_op.yaml,mindspore/ops/op_def/yaml/asinh_op.yaml,Asinh,False,unsupported,,[],,true,false,false,true,false,true,false,true,"[""mindspore/ops/infer/ops_func_impl/asinh.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]",[],"[""tests/st/ops/ascend/test_asinh_op.py"", ""tests/st/ops/cpu/test_asinh_op.py"", ""tests/st/ops/gpu/test_asinh_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/asinh_doc.yaml""]"
asinh_ext::AsinhExt,asinh_ext,AsinhExt,asinh_ext_op.yaml,mindspore/ops/op_def/yaml/asinh_ext_op.yaml,AsinhExt,True,auto_generate,default,"[""aclnnAsinh""]","aclnn_config,auto_generate_source",true,true,true,true,true,false,false,true,"[""mindspore/ops/infer/ops_func_impl/asinh_ext.cc"", ""mindspore/ops/infer/ops_func_impl/asinh_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/asinh_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/auto_generate/aclnn_kernel_register_auto.cc""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_asinh_ext.cc""]",[],[],"[""mindspore/ops/op_def/yaml/doc/asinh_ext_doc.yaml""]"
asinh_grad::AsinhGrad,asinh_grad,AsinhGrad,asinh_grad_op.yaml,mindspore/ops/op_def/yaml/asinh_grad_op.yaml,AsinhGrad,False,unsupported,,[],,true,false,false,true,false,true,false,true,"[""mindspore/ops/infer/ops_func_impl/asinh_grad.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]",[],"[""tests/st/ops/cpu/test_asinh_grad_op.py"", ""tests/st/ops/gpu/test_asinh_grad_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/asinh_grad_doc.yaml""]"
assign::Assign,assign,Assign,assign_op.yaml,mindspore/ops/op_def/yaml/assign_op.yaml,Assign,False,unsupported,,[],,true,false,false,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/assign.cc"", ""mindspore/ops/infer/ops_func_impl/assign.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_other_ops.cc""]","[""tests/ut/cpp/ops/test_ops_assign.cc""]","[""tests/st/ops/ascend/test_assign.py"", ""tests/st/ops/cpu/test_assign_op.py"", ""tests/st/ops/gpu/test_assign_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/assign_doc.yaml""]"
assign_add::AssignAdd,assign_add,AssignAdd,assign_add_op.yaml,mindspore/ops/op_def/yaml/assign_add_op.yaml,AssignAdd,False,unsupported,,[],,true,false,false,true,false,true,false,true,"[""mindspore/ops/infer/ops_func_impl/assign_add.cc"", ""mindspore/ops/infer/ops_func_impl/assign_add.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]",[],"[""tests/st/ops/ascend/test_tbe_ops/test_assign_add.py"", ""tests/st/ops/cpu/test_assign_add_op.py"", ""tests/st/ops/gpu/test_assign_add_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/assign_add_doc.yaml""]"
assign_sub::AssignSub,assign_sub,AssignSub,assign_sub_op.yaml,mindspore/ops/op_def/yaml/assign_sub_op.yaml,AssignSub,False,unsupported,,[],,true,false,false,true,false,true,false,true,"[""mindspore/ops/infer/ops_func_impl/assign_sub.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]",[],"[""tests/st/ops/ascend/test_tbe_ops/test_assign_sub.py"", ""tests/st/ops/cpu/test_assign_sub_op.py"", ""tests/st/ops/gpu/test_assign_sub_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/assign_sub_doc.yaml""]"
atan::Atan,atan,Atan,atan_op.yaml,mindspore/ops/op_def/yaml/atan_op.yaml,Atan,False,unsupported,,[],,true,false,false,true,false,true,false,true,"[""mindspore/ops/infer/ops_func_impl/atan.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]",[],"[""tests/st/ops/ascend/test_atan_op.py"", ""tests/st/ops/cpu/test_atan_op.py"", ""tests/st/ops/gpu/test_atan_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/atan_doc.yaml""]"
atan2::Atan2,atan2,Atan2,atan2_op.yaml,mindspore/ops/op_def/yaml/atan2_op.yaml,Atan2,False,unsupported,,[],,true,false,false,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/atan2.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_atan2.cc""]","[""tests/st/ops/cpu/test_atan2_op.py"", ""tests/st/ops/dynamic_shape/grad/test_atan2.py""]",[],"[""mindspore/ops/op_def/yaml/doc/atan2_doc.yaml""]"
atan2_ext::Atan2Ext,atan2_ext,Atan2Ext,atan2_ext_op.yaml,mindspore/ops/op_def/yaml/atan2_ext_op.yaml,Atan2Ext,True,auto_generate,default,"[""aclnnAtan2""]","aclnn_config,auto_generate_source",true,true,true,true,true,false,false,true,"[""mindspore/ops/infer/ops_func_impl/atan2_ext.cc"", ""mindspore/ops/infer/ops_func_impl/atan2_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/atan2_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/auto_generate/aclnn_kernel_register_auto.cc""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_atan2_ext.cc""]",[],[],"[""mindspore/ops/op_def/yaml/doc/atan2_ext_doc.yaml""]"
atan_ext::AtanExt,atan_ext,AtanExt,atan_ext_op.yaml,mindspore/ops/op_def/yaml/atan_ext_op.yaml,AtanExt,True,auto_generate,default,"[""aclnnAtan""]","aclnn_config,auto_generate_source",true,true,true,true,true,false,false,true,"[""mindspore/ops/infer/ops_func_impl/atan_ext.cc"", ""mindspore/ops/infer/ops_func_impl/atan_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/atan_ext.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/auto_generate/aclnn_kernel_register_auto.cc""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_atan_ext.cc""]",[],[],"[""mindspore/ops/op_def/yaml/doc/atan_ext_doc.yaml""]"
atan_grad::AtanGrad,atan_grad,AtanGrad,atan_grad_op.yaml,mindspore/ops/op_def/yaml/atan_grad_op.yaml,AtanGrad,False,unsupported,,[],,true,false,false,true,false,true,false,true,"[""mindspore/ops/infer/ops_func_impl/atan_grad.h""]",[],[],"[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]",[],"[""tests/st/ops/cpu/test_atan_grad_op.py"", ""tests/st/ops/gpu/test_atan_grad_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/atan_grad_doc.yaml""]"
atanh::Atanh,atanh,Atanh,atanh_op.yaml,mindspore/ops/op_def/yaml/atanh_op.yaml,Atanh,True,auto_generate,default,"[""aclnnAtanh""]",auto_generate_source,true,true,true,true,true,true,false,true,"[""mindspore/ops/infer/ops_func_impl/atanh.cc"", ""mindspore/ops/infer/ops_func_impl/atanh.h""]","[""mindspore/ops/kernel/ascend/aclnn/pyboost_impl/auto_generate/atanh.h""]","[""mindspore/ops/kernel/ascend/aclnn/kernel_mod_impl/auto_generate/aclnn_kernel_register_auto.cc""]","[""mindspore/ccsrc/frontend/expander/grad/grad_math_ops.cc""]","[""tests/ut/cpp/ops/test_ops_atanh.cc""]","[""tests/st/ops/ascend/test_atanh_op.py"", ""tests/st/ops/cpu/test_atanh_op.py"", ""tests/st/ops/gpu/test_atanh_op.py""]",[],"[""mindspore/ops/op_def/yaml/doc/atanh_doc.yaml""]"
